rule,n_total,n_active,active_rate,win,avg,sum,pf,annual_avg_sum,worst_year_sum,positive_year_rate
base_exit_guard,1513,1513,1.0,0.6159947124917383,0.03731945913003294,56.464341663739845,3.0518379555055666,7.058042707967481,0.9376092296803633,1.0
no_line_overheat_0.45_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_s_overheat_0.45_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_line_overheat_0.55_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_s_overheat_0.55_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_line_overheat_0.65_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_s_overheat_0.65_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_line_overheat_0.75_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_s_overheat_0.75_0.2_0.06,1513,1498,0.9900859220092532,0.6174899866488651,0.037597249323325914,56.320679486342215,3.0550744599014803,7.040084935792778,0.9376092296803633,1.0
no_line_overheat_0.75_0.3_0.06,1513,1463,0.9669530733641771,0.6192754613807245,0.0382947222761966,56.02517869007561,3.1190765358095636,7.003147336259452,0.8272547170898348,1.0
no_s_overheat_0.75_0.3_0.06,1513,1463,0.9669530733641771,0.6192754613807245,0.0382947222761966,56.02517869007561,3.1190765358095636,7.003147336259452,0.8272547170898348,1.0
no_line_overheat_0.75_0.4_0.06,1513,1457,0.9629874421678783,0.6183939601921757,0.03837906208898096,55.918293463645256,3.115512887008614,6.989786682955657,0.8272547170898348,1.0
no_s_overheat_0.75_0.4_0.06,1513,1457,0.9629874421678783,0.6183939601921757,0.03837906208898096,55.918293463645256,3.115512887008614,6.989786682955657,0.8272547170898348,1.0
no_s_overheat_0.65_0.3_0.06,1513,1453,0.9603436880370125,0.6194081211286993,0.038372342303980976,55.755013367684356,3.1138238802462537,6.969376670960544,0.5510116396912557,1.0
no_s_overheat_0.45_0.3_0.06,1513,1451,0.9590218109715797,0.6195727084769125,0.03841426456637754,55.739097885813806,3.1141002975993715,6.967387235726726,0.5510116396912557,1.0
no_s_overheat_0.55_0.3_0.06,1513,1451,0.9590218109715797,0.6195727084769125,0.03841426456637754,55.739097885813806,3.1141002975993715,6.967387235726726,0.5510116396912557,1.0
no_s_overheat_0.45_0.4_0.06,1513,1439,0.9510905485789821,0.6198749131341209,0.03856530790768459,55.49547807915812,3.1107336917921757,6.936934759894764,0.34689822437094364,1.0
no_s_overheat_0.55_0.4_0.06,1513,1440,0.9517514871116987,0.6194444444444445,0.0385294829589767,55.482455460926445,3.1091936874983417,6.935306932615806,0.34689822437094364,1.0
no_s_overheat_0.65_0.4_0.06,1513,1444,0.9543952412425645,0.618421052631579,0.03841082622543904,55.46523306953396,3.105008770230964,6.933154133691744,0.34689822437094364,1.0
no_line_overheat_0.65_0.3_0.06,1513,1447,0.9563780568407139,0.6185210780926054,0.03807013589880243,55.087486645567125,3.0926555174630113,6.88593583069589,0.5510116396912557,1.0
no_line_overheat_0.45_0.3_0.06,1513,1445,0.9550561797752809,0.6186851211072665,0.038111813954115274,55.07157116369658,3.0929236522034715,6.883946395462072,0.5510116396912557,1.0
no_line_overheat_0.55_0.3_0.06,1513,1445,0.9550561797752809,0.6186851211072665,0.038111813954115274,55.07157116369658,3.0929236522034715,6.883946395462072,0.5510116396912557,1.0
no_line_overheat_0.65_0.4_0.06,1513,1437,0.9497686715135493,0.6179540709812108,0.038142940137476496,54.81140497755372,3.085408268436858,6.851425622194213,0.34689822437094364,1.0
no_line_overheat_0.55_0.4_0.06,1513,1429,0.9444811632518176,0.6193142057382786,0.038310652217933006,54.745922019426274,3.095768520695274,6.843240252428284,0.34689822437094364,1.0
no_line_overheat_0.45_0.4_0.06,1513,1427,0.9431592861863847,0.6194814295725298,0.03836157859488389,54.74197265489932,3.0966625778986963,6.842746581862414,0.34689822437094364,1.0
no_line_overheat_0.45_0.2_0.03,1513,1445,0.9550561797752809,0.6186851211072665,0.03783863147905222,54.67682248723045,3.0480305045162774,6.834602810903807,0.9376092296803633,1.0
no_line_overheat_0.55_0.2_0.03,1513,1445,0.9550561797752809,0.6186851211072665,0.03783863147905222,54.67682248723045,3.0480305045162774,6.834602810903807,0.9376092296803633,1.0
no_line_overheat_0.65_0.2_0.03,1513,1445,0.9550561797752809,0.6186851211072665,0.03783863147905222,54.67682248723045,3.0480305045162774,6.834602810903807,0.9376092296803633,1.0
no_line_overheat_0.75_0.2_0.03,1513,1460,0.9649702577660277,0.6157534246575342,0.03737600615856895,54.568968991510665,3.019109938148072,6.821121123938833,0.9376092296803633,1.0
no_s_overheat_0.75_0.2_0.03,1513,1460,0.9649702577660277,0.6157534246575342,0.03737600615856895,54.568968991510665,3.019109938148072,6.821121123938833,0.9376092296803633,1.0
no_s_overheat_0.45_0.2_0.0,1513,1427,0.9431592861863847,0.6194814295725298,0.03818571350014955,54.4910131647134,3.0665414457639595,6.811376645589175,0.9376092296803633,1.0
no_s_overheat_0.45_0.2_0.03,1513,1453,0.9603436880370125,0.6159669649002064,0.037496289716497336,54.48210895807062,3.0255196672394917,6.810263619758827,0.9376092296803633,1.0
no_s_overheat_0.55_0.2_0.03,1513,1453,0.9603436880370125,0.6159669649002064,0.037496289716497336,54.48210895807062,3.0255196672394917,6.810263619758827,0.9376092296803633,1.0
no_s_overheat_0.65_0.2_0.03,1513,1453,0.9603436880370125,0.6159669649002064,0.037496289716497336,54.48210895807062,3.0255196672394917,6.810263619758827,0.9376092296803633,1.0
no_s_overheat_0.65_0.2_-0.02,1513,1434,0.9477858559153999,0.6185495118549512,0.037983183672969906,54.46788538703884,3.052354899334709,6.808485673379854,0.9376092296803633,1.0
no_s_overheat_0.65_0.2_0.0,1513,1434,0.9477858559153999,0.6185495118549512,0.037983183672969906,54.46788538703884,3.052354899334709,6.808485673379854,0.9376092296803633,1.0
no_s_overheat_0.45_0.2_-0.02,1513,1424,0.9411764705882353,0.6193820224719101,0.03824792203861463,54.46504098298723,3.067307878551736,6.808130122873404,0.9376092296803633,1.0
no_line_overheat_0.65_0.2_-0.02,1513,1423,0.9405155320555189,0.6205200281096276,0.038273884161805605,54.46373716224938,3.0678264098029397,6.807967145281172,0.9376092296803633,1.0
no_line_overheat_0.65_0.2_0.0,1513,1423,0.9405155320555189,0.6205200281096276,0.038273884161805605,54.46373716224938,3.0678264098029397,6.807967145281172,0.9376092296803633,1.0
no_line_overheat_0.45_0.2_0.0,1513,1415,0.9352280237937872,0.6212014134275619,0.03848689608705283,54.458957963179756,3.0811563273037117,6.8073697453974695,0.9376092296803633,1.0
no_s_overheat_0.55_0.2_0.0,1513,1428,0.9438202247191011,0.6190476190476191,0.038135418751493386,54.45737797713255,3.0626347616328427,6.807172247141569,0.9376092296803633,1.0
no_s_overheat_0.55_0.2_-0.02,1513,1427,0.9431592861863847,0.6187806587245971,0.03815328105307335,54.44473206273566,3.0621557833273023,6.8055915078419575,0.9376092296803633,1.0
no_line_overheat_0.45_0.2_-0.02,1513,1412,0.9332452081956378,0.6211048158640227,0.0385502732163269,54.43298578145358,3.0819411269796118,6.804123222681698,0.9376092296803633,1.0
no_line_overheat_0.55_0.2_0.0,1513,1416,0.9358889623265036,0.6207627118644068,0.03843596241214611,54.4253227755989,3.077200975729573,6.8031653469498625,0.9376092296803633,1.0
no_line_overheat_0.55_0.2_-0.02,1513,1415,0.9352280237937872,0.620494699646643,0.038454188594489055,54.412676861202016,3.0767183308065014,6.801584607650252,0.9376092296803633,1.0
no_line_overheat_0.75_0.2_-0.02,1513,1454,0.9610046265697291,0.6155433287482807,0.03739038022209258,54.36561284292261,3.0145185351485995,6.795701605365326,0.9376092296803633,1.0
no_s_overheat_0.75_0.2_-0.02,1513,1454,0.9610046265697291,0.6155433287482807,0.03739038022209258,54.36561284292261,3.0145185351485995,6.795701605365326,0.9376092296803633,1.0
no_line_overheat_0.75_0.2_0.0,1513,1454,0.9610046265697291,0.6155433287482807,0.03739038022209258,54.36561284292261,3.0145185351485995,6.795701605365326,0.9376092296803633,1.0
no_s_overheat_0.75_0.2_0.0,1513,1454,0.9610046265697291,0.6155433287482807,0.03739038022209258,54.36561284292261,3.0145185351485995,6.795701605365326,0.9376092296803633,1.0
no_s_overheat_0.55_0.4_-0.02,1513,1183,0.7818902842035691,0.6491969568892646,0.045901795243246946,54.30182377276114,3.806199459744764,6.787727971595142,0.6464041849169755,1.0
no_s_overheat_0.65_0.4_-0.02,1513,1281,0.8466622604097819,0.6330991412958626,0.042260180718386796,54.13529150025349,3.4608067959664557,6.766911437531685,0.6618608256916402,1.0
no_s_overheat_0.45_0.3_-0.02,1513,1172,0.7746199603436881,0.6518771331058021,0.04614162538546939,54.07798495177012,3.8196832094759072,6.759748118971265,0.7848859237044374,1.0
no_s_overheat_0.55_0.3_-0.02,1513,1222,0.807666886979511,0.6415711947626841,0.0441948811566949,54.00614477348117,3.628860040163275,6.750768096685146,0.7391716379901518,1.0
no_s_overheat_0.65_0.3_-0.02,1513,1300,0.8592200925313945,0.63,0.04151428884284624,53.968575495700115,3.3933892978771865,6.746071936962514,0.760681255911519,1.0
no_s_overheat_0.45_0.4_-0.02,1513,1099,0.7263714474553866,0.6660600545950864,0.04900585199731776,53.85743134505222,4.1409108682738,6.7321789181315275,-0.1755387299568831,0.875
no_line_overheat_0.75_0.4_-0.02,1513,1379,0.9114342366159948,0.6200145032632343,0.038918040840553204,53.66797831912287,3.14882105025462,6.708497289890358,0.9978439948693014,1.0
no_s_overheat_0.75_0.4_-0.02,1513,1379,0.9114342366159948,0.6200145032632343,0.038918040840553204,53.66797831912287,3.14882105025462,6.708497289890358,0.9978439948693014,1.0
no_line_overheat_0.75_0.4_0.0,1513,1384,0.914738929279577,0.6192196531791907,0.03877461875476677,53.66407235659721,3.138643586241204,6.70800904457465,0.9978439948693014,1.0
no_s_overheat_0.75_0.4_0.0,1513,1384,0.914738929279577,0.6192196531791907,0.03877461875476677,53.66407235659721,3.138643586241204,6.70800904457465,0.9978439948693014,1.0
no_line_overheat_0.75_0.3_0.03,1513,1407,0.9299405155320555,0.6169154228855721,0.038136274484509534,53.65773819970491,3.0938754455179227,6.7072172749631145,0.9978439948693014,1.0
no_s_overheat_0.75_0.3_0.03,1513,1407,0.9299405155320555,0.6169154228855721,0.038136274484509534,53.65773819970491,3.0938754455179227,6.7072172749631145,0.9978439948693014,1.0
no_line_overheat_0.75_0.3_0.0,1513,1393,0.9206873760740251,0.618808327351041,0.03847931880702218,53.6016910981819,3.1213414191714164,6.700211387272738,0.9978439948693014,1.0
no_s_overheat_0.75_0.3_0.0,1513,1393,0.9206873760740251,0.618808327351041,0.03847931880702218,53.6016910981819,3.1213414191714164,6.700211387272738,0.9978439948693014,1.0
no_line_overheat_0.75_0.4_0.03,1513,1401,0.9259748843357568,0.6159885795860099,0.03822330690455,53.55085297327456,3.0901928984960825,6.69385662165932,0.9978439948693014,1.0
no_s_overheat_0.75_0.4_0.03,1513,1401,0.9259748843357568,0.6159885795860099,0.03822330690455,53.55085297327456,3.0901928984960825,6.69385662165932,0.9978439948693014,1.0
no_line_overheat_0.75_0.3_-0.02,1513,1390,0.9187045604758758,0.6187050359712231,0.038503733342434815,53.52018934598439,3.120769868853388,6.690023668248048,0.9978439948693014,1.0
no_s_overheat_0.75_0.3_-0.02,1513,1390,0.9187045604758758,0.6187050359712231,0.038503733342434815,53.52018934598439,3.120769868853388,6.690023668248048,0.9978439948693014,1.0
no_s_overheat_0.65_0.4_0.0,1513,1296,0.8565763384005287,0.628858024691358,0.041289357419231704,53.51100721532429,3.347792321643705,6.6888759019155355,0.6618608256916402,1.0
no_s_overheat_0.45_0.3_0.0,1513,1227,0.8109715796430932,0.6405867970660146,0.043598975479664785,53.49594291354869,3.5380320170383834,6.686992864193586,0.6632823032587838,1.0
no_s_overheat_0.65_0.3_0.0,1513,1313,0.8678122934567085,0.6268088347296268,0.040692840004184376,53.429698925494094,3.297393372605885,6.678712365686762,0.760681255911519,1.0
no_s_overheat_0.55_0.4_0.0,1513,1223,0.8083278255122274,0.6394112837285364,0.04361133744187603,53.33666569141438,3.5313831431213925,6.667083211426798,0.4581666720479558,1.0
no_s_overheat_0.55_0.3_0.0,1513,1258,0.8314606741573034,0.6343402225755167,0.04239556147988073,53.333616341689954,3.427517719549354,6.666702042711244,0.6632823032587838,1.0
need_dd60_le_-0.02,1513,1431,0.9458030403172505,0.6149545772187281,0.03722149616586814,53.2639610133573,3.0082766180282814,6.657995126669663,1.1111525440659158,1.0
no_s_overheat_0.45_0.3_0.03,1513,1357,0.8968935888962326,0.6197494473102432,0.03896880473724121,52.88066802843631,3.151075724670925,6.610083503554539,0.6411697331637329,1.0
no_s_overheat_0.45_0.4_0.0,1513,1167,0.7713152676801057,0.6486718080548415,0.04530609246305573,52.87220990438604,3.6982927759609634,6.609026238048255,-0.5346362306160225,0.875
no_s_overheat_0.65_0.3_0.03,1513,1374,0.9081295439524124,0.6171761280931587,0.03841357572885054,52.780253051440646,3.1153059112026074,6.59753163143008,0.7093046264878895,1.0
no_s_overheat_0.55_0.3_0.03,1513,1363,0.9008592200925314,0.6184886280264124,0.03870442431471134,52.75413034095156,3.1306186538114287,6.594266292618944,0.6411697331637329,1.0
