version,n_total,n_active,active_rate,win,avg,sum,pf,annual_avg_sum,worst_year_sum,positive_year_rate
formal_base_exit_guard,1513,1513,1.0,0.6159947124917383,0.03731945913003294,56.464341663739845,3.0518379555055666,7.058042707967481,0.9376092296803633,1.0
strict_rolling_extra_overlay,1513,1299,0.8585591539986781,0.6320246343341032,0.038559652618438196,50.088988751351216,3.1757957794542495,6.261123593918901,0.9376092296803633,1.0
