symbol,name,overlay,entry_date,entry_close,exit_date,exit_close,quantity,buy_fee,cost_total,actual_exit_date,actual_exit_close,sell_fee,net_return,net_pnl,status_portfolio
159813,半导体ETF鹏华,baseline,2023-06-16,0.706,2023-07-04,0.691,5500,5.0,3888.0,2023-07-04,0.691,5.0,-0.023791152263374603,-92.50000000000045,closed
159813,半导体ETF鹏华,baseline,2023-06-19,0.709,2023-07-04,0.691,5500,5.0,3904.5,2023-07-04,0.691,5.0,-0.027916506594954656,-109.00000000000045,closed
516970,基建ETF,baseline,2023-07-03,1.238,2023-07-14,1.225,3100,5.0,3842.8,2023-07-14,1.225,5.0,-0.01308941396898088,-50.29999999999973,closed
512980,传媒ETF,baseline,2023-07-04,0.867,2023-07-14,0.879,4400,5.0,3819.8,2023-07-14,0.879,5.0,0.011204775119116113,42.79999999999973,closed
512720,计算机ETF,baseline,2023-07-04,1.319,2023-07-14,1.283,2900,5.0,3830.1,2023-07-14,1.283,5.0,-0.02986867183624451,-114.40000000000009,closed
512980,传媒ETF,baseline,2023-07-14,0.879,2023-07-26,0.819,4300,5.0,3784.7,2023-07-26,0.819,5.0,-0.07081142494781621,-268.0,closed
159887,银行ETF,baseline,2023-07-14,0.896,2023-07-26,0.915,4200,5.0,3768.2000000000003,2023-07-26,0.915,5.0,0.0185234329388036,69.79999999999973,closed
512980,传媒ETF,baseline,2023-07-17,0.858,2023-07-27,0.808,4500,5.0,3866.0,2023-07-27,0.808,5.0,-0.060786342472840024,-234.99999999999955,closed
512980,传媒ETF,baseline,2023-07-26,0.819,2023-08-07,0.851,4400,5.0,3608.6,2023-08-07,0.851,5.0,0.03624674388959712,130.80000000000018,closed
159611,电力ETF,baseline,2023-07-26,0.919,2023-08-07,0.936,4000,5.0,3681.0,2023-08-07,0.936,5.0,0.015756587883727247,58.0,closed
159611,电力ETF,baseline,2023-07-27,0.915,2023-11-16,0.865,4000,5.0,3665.0,2023-11-16,0.865,5.0,-0.0572987721691678,-210.0,closed
159611,电力ETF,baseline,2023-08-07,0.936,2023-11-16,0.865,4000,5.0,3749.0,2023-11-16,0.865,5.0,-0.07842091224326488,-294.0,closed
159611,电力ETF,baseline,2023-08-15,0.922,2023-11-16,0.865,4000,5.0,3693.0,2023-11-16,0.865,5.0,-0.06444624966152179,-238.0,closed
512660,军工ETF,baseline,2025-01-08,0.965,2025-02-21,1.043,3600,5.0,3479.0,2025-02-21,1.043,5.0,0.07783845932739285,270.7999999999997,closed
512400,有色金属ETF,baseline,2025-01-08,0.984,2025-02-21,1.031,3500,5.0,3449.0,2025-02-21,1.031,5.0,0.04479559292548552,154.49999999999955,closed
512660,军工ETF,baseline,2025-01-10,0.967,2025-02-21,1.043,3600,5.0,3486.2,2025-02-21,1.043,5.0,0.07561241466353047,263.5999999999999,closed
159811,5G50ETF,baseline,2025-04-02,1.257,2025-05-09,1.186,2900,5.0,3650.2999999999997,2025-05-09,1.186,5.0,-0.05914582363093447,-215.9000000000001,closed
159811,5G50ETF,baseline,2025-04-03,1.211,2025-05-09,1.186,3000,5.0,3638.0000000000005,2025-05-09,1.186,5.0,-0.023364485981308532,-85.00000000000045,closed
159766,旅游ETF,baseline,2025-06-27,0.676,2025-07-09,0.673,5300,5.0,3587.8,2025-07-09,0.673,5.0,-0.0072189085233290845,-25.90000000000009,closed
159766,旅游ETF,baseline,2025-06-30,0.677,2025-07-10,0.676,5300,5.0,3593.1000000000004,2025-07-10,0.676,5.0,-0.004258161476162695,-15.300000000000182,closed
159887,银行ETF,baseline,2025-08-04,1.397,2025-08-14,1.393,2500,5.0,3497.5,2025-08-14,1.393,5.0,-0.005718370264474625,-20.0,closed
159887,银行ETF,baseline,2025-08-05,1.419,2025-11-11,1.371,2500,5.0,3552.5,2025-11-11,1.371,5.0,-0.036593947923997186,-130.0,closed
159887,银行ETF,baseline,2025-08-06,1.416,2025-11-11,1.371,2600,5.0,3686.6,2025-11-11,1.371,5.0,-0.03444908587858732,-127.0,closed
159887,银行ETF,baseline,2025-08-19,1.377,2025-11-11,1.371,2500,5.0,3447.5,2025-11-11,1.371,5.0,-0.007251631617113851,-25.0,closed
159663,机床ETF,baseline,2025-12-02,0.702,2025-12-23,0.7495,4900,5.0,3444.7999999999997,2025-12-23,0.7495,5.0,0.0646626799814214,222.75000000000045,closed
159663,机床ETF,baseline,2025-12-03,0.6975,2025-12-23,0.7495,5000,5.0,3492.5,2025-12-23,0.7495,5.0,0.071581961345741,250.00000000000045,closed
159663,机床ETF,baseline,2025-12-04,0.7065,2025-12-23,0.7495,5000,5.0,3537.5,2025-12-23,0.7495,5.0,0.05795053003533582,205.00000000000045,closed
159611,电力ETF,baseline,2026-01-15,1.03,2026-06-04,1.228,3600,5.0,3713.0,2026-06-04,1.228,5.0,0.1892809049286292,702.8000000000002,closed
159611,电力ETF,baseline,2026-01-16,1.034,2026-06-05,1.178,3600,5.0,3727.4,2026-06-05,1.178,5.0,0.13639534259805766,508.4000000000001,closed
159611,电力ETF,baseline,2026-01-19,1.044,2026-06-08,1.145,3500,5.0,3659.0,2026-06-08,1.145,5.0,0.09387810877288877,343.5,closed
