symbol,name,overlay,entry_date,entry_close,exit_date,exit_close,quantity,buy_fee,cost_total,actual_exit_date,actual_exit_close,sell_fee,net_return,net_pnl,status_portfolio
512880,证券ETF,baseline,2021-01-04,1.232,2021-05-21,1.06,8100,5.0,9984.2,2021-05-21,1.06,5.0,-0.1405420564491898,-1403.2000000000007,closed
515210,钢铁ETF,baseline,2021-06-01,1.568,2021-06-24,1.545,5400,5.0,8472.2,2021-06-24,1.545,5.0,-0.015840041547650046,-134.20000000000073,closed
515210,钢铁ETF,baseline,2021-06-24,1.545,2021-07-22,1.8,5400,5.0,8348.0,2021-07-22,1.8,5.0,0.16375179683756588,1367.0,closed
510880,红利ETF,baseline,2021-08-16,2.892,2021-09-02,3.194,3300,5.0,9548.6,2021-09-02,3.194,5.0,0.10332404750434622,986.6000000000004,closed
512400,有色金属ETF,baseline,2021-10-11,1.388,2021-11-23,1.423,7700,5.0,10692.599999999999,2021-11-23,1.423,5.0,0.024269120700297575,259.5000000000018,closed
515790,光伏ETF,baseline,2022-01-04,1.629,2022-05-24,1.358,6700,5.0,10919.3,2022-05-24,1.358,5.0,-0.16719936259650334,-1825.699999999999,closed
159930,能源ETF,baseline,2022-11-08,1.166,2023-01-04,1.05,7900,5.0,9216.4,2023-01-04,1.05,5.0,-0.10051647063929513,-926.3999999999996,closed
159766,旅游ETF,baseline,2023-02-07,1.063,2023-02-24,1.096,7800,5.0,8296.4,2023-02-24,1.096,5.0,0.02982016296224886,247.40000000000146,closed
159766,旅游ETF,baseline,2023-02-28,1.114,2023-03-20,1.053,7600,5.0,8471.400000000001,2023-03-20,1.053,5.0,-0.055905753476403204,-473.6000000000022,closed
159766,旅游ETF,baseline,2023-03-20,1.053,2023-04-03,1.116,7600,5.0,8007.799999999999,2023-04-03,1.116,5.0,0.058542920652364085,468.8000000000011,closed
159766,旅游ETF,baseline,2023-04-03,1.116,2023-04-14,1.101,7600,5.0,8486.6,2023-04-14,1.101,5.0,-0.014611269530789716,-124.0,closed
512720,计算机ETF,baseline,2023-05-05,1.298,2023-06-16,1.416,6500,5.0,8442.0,2023-06-16,1.416,5.0,0.08967069414830608,757.0,closed
159813,半导体ETF鹏华,baseline,2023-06-16,0.706,2023-07-04,0.691,13000,5.0,9183.0,2023-07-04,0.691,5.0,-0.02232385930523794,-205.0,closed
512980,传媒ETF,baseline,2023-07-04,0.867,2023-07-14,0.879,10300,5.0,8935.1,2023-07-14,0.879,5.0,0.012713903593692332,113.60000000000036,closed
512980,传媒ETF,baseline,2023-07-14,0.879,2023-07-26,0.819,10300,5.0,9058.7,2023-07-26,0.819,5.0,-0.06932562067404835,-628.0000000000018,closed
159611,电力ETF,baseline,2023-07-26,0.919,2023-08-07,0.936,9200,5.0,8459.800000000001,2023-08-07,0.936,5.0,0.017305373649495213,146.39999999999964,closed
159611,电力ETF,baseline,2023-08-07,0.936,2023-11-16,0.865,9200,5.0,8616.2,2023-11-16,0.865,5.0,-0.07697128664608537,-663.2000000000007,closed
512400,有色金属ETF,baseline,2025-01-08,0.984,2025-02-21,1.031,8000,5.0,7877.0,2025-02-21,1.031,5.0,0.046464389996191444,366.0,closed
159811,5G50ETF,baseline,2025-04-02,1.257,2025-05-09,1.186,6600,5.0,8301.199999999999,2025-05-09,1.186,5.0,-0.05765431503878952,-478.59999999999945,closed
159766,旅游ETF,baseline,2025-06-27,0.676,2025-07-09,0.673,11600,5.0,7846.6,2025-07-09,0.673,5.0,-0.005709479264904568,-44.80000000000018,closed
159887,银行ETF,baseline,2025-08-04,1.397,2025-08-14,1.393,5500,5.0,7688.5,2025-08-14,1.393,5.0,-0.004162060219808805,-32.0,closed
159887,银行ETF,baseline,2025-08-19,1.377,2025-11-11,1.371,5600,5.0,7716.2,2025-11-11,1.371,5.0,-0.005650449703221722,-43.599999999999454,closed
159663,机床ETF,baseline,2025-12-02,0.702,2025-12-23,0.7495,11000,5.0,7726.999999999999,2025-12-23,0.7495,5.0,0.06632587032483513,512.5000000000009,closed
159611,电力ETF,baseline,2026-01-15,1.03,2026-06-04,1.228,7900,5.0,8142.0,2026-06-04,1.228,5.0,0.19088676000982568,1554.2000000000007,closed
