symbol,name,overlay,entry_date,entry_close,exit_date,exit_close,quantity,buy_fee,cost_total,actual_exit_date,actual_exit_close,sell_fee,net_return,net_pnl,status_portfolio
515210,钢铁ETF,enhanced_ge_40,2021-01-07,1.267,2021-05-26,1.553,7800,5.0,9887.599999999999,2021-05-26,1.553,5.0,0.22460455520045325,2220.800000000001,closed
515210,钢铁ETF,enhanced_ge_40,2021-06-03,1.583,2021-06-24,1.545,7700,5.0,12194.1,2021-06-24,1.545,5.0,-0.024815279520423842,-302.60000000000036,closed
510880,红利ETF,enhanced_ge_40,2021-08-16,2.892,2021-09-02,3.194,4100,5.0,11862.199999999999,2021-09-02,3.194,5.0,0.1035389725346058,1228.2000000000007,closed
512400,有色金属ETF,enhanced_ge_40,2021-10-11,1.388,2021-11-23,1.423,9400,5.0,13052.199999999999,2021-11-23,1.423,5.0,0.024440324236527318,319.0000000000018,closed
159930,能源ETF,enhanced_ge_40,2022-11-08,1.166,2023-01-04,1.05,11500,5.0,13414.0,2023-01-04,1.05,5.0,-0.10019382734456538,-1344.0,closed
159766,旅游ETF,enhanced_ge_40,2023-02-07,1.063,2023-02-24,1.096,11300,5.0,12016.9,2023-02-24,1.096,5.0,0.030199136216495226,362.90000000000146,closed
159766,旅游ETF,enhanced_ge_40,2023-03-15,1.073,2023-03-27,1.069,11600,5.0,12451.8,2023-03-27,1.069,5.0,-0.0045294656194284875,-56.399999999999636,closed
512720,计算机ETF,enhanced_ge_40,2023-05-08,1.333,2023-06-16,1.416,9300,5.0,12401.9,2023-06-16,1.416,5.0,0.061434135092203586,761.8999999999996,closed
159611,电力ETF,enhanced_ge_40,2023-08-15,0.922,2023-11-16,0.865,14300,5.0,13189.6,2023-11-16,0.865,5.0,-0.06255686298295629,-825.1000000000004,closed
512400,有色金属ETF,enhanced_ge_40,2025-01-08,0.984,2025-02-21,1.031,12500,5.0,12305.0,2025-02-21,1.031,5.0,0.0469321414059324,577.4999999999982,closed
159887,银行ETF,enhanced_ge_40,2025-08-21,1.391,2025-11-11,1.371,9300,5.0,12941.3,2025-11-11,1.371,5.0,-0.015145309976586589,-196.0,closed
159611,电力ETF,enhanced_ge_40,2026-01-15,1.03,2026-06-04,1.228,12300,5.0,12674.0,2026-06-04,1.228,5.0,0.19136815527852294,2425.3999999999996,closed
