symbol,name,overlay,entry_date,entry_close,exit_date,exit_close,quantity,buy_fee,cost_total,actual_exit_date,actual_exit_close,sell_fee,net_return,net_pnl,status_portfolio
159930,能源ETF,enhanced_ge_40,2022-11-08,1.166,2023-01-04,1.05,3400,5.0,3969.3999999999996,2023-01-04,1.05,5.0,-0.1018793772358542,-404.39999999999964,closed
159930,能源ETF,enhanced_ge_40,2022-11-09,1.147,2023-01-04,1.05,3500,5.0,4019.5,2023-01-04,1.05,5.0,-0.08695111332255255,-349.5,closed
159930,能源ETF,enhanced_ge_40,2022-11-14,1.134,2023-01-04,1.05,3500,5.0,3973.9999999999995,2023-01-04,1.05,5.0,-0.07649723200805224,-303.99999999999955,closed
159766,旅游ETF,enhanced_ge_40,2023-02-07,1.063,2023-02-24,1.096,3400,5.0,3619.2,2023-02-24,1.096,5.0,0.028238284703802023,102.20000000000027,closed
159766,旅游ETF,enhanced_ge_40,2023-02-09,1.083,2023-02-24,1.096,3300,5.0,3578.9,2023-02-24,1.096,5.0,0.009192768727821423,32.90000000000009,closed
159766,旅游ETF,enhanced_ge_40,2023-03-15,1.073,2023-03-27,1.069,3400,5.0,3653.2,2023-03-27,1.069,5.0,-0.0064600897842986725,-23.59999999999991,closed
159766,旅游ETF,enhanced_ge_40,2023-03-17,1.064,2023-04-03,1.116,3500,5.0,3729.0,2023-04-03,1.116,5.0,0.046124966478948905,172.00000000000045,closed
159811,5G50ETF,enhanced_ge_40,2023-05-08,0.992,2023-06-16,1.116,3700,5.0,3675.4,2023-06-16,1.116,5.0,0.12210915818686419,448.80000000000064,closed
512720,计算机ETF,enhanced_ge_40,2023-05-08,1.333,2023-06-16,1.416,2800,5.0,3737.4,2023-06-16,1.416,5.0,0.05950660887247809,222.39999999999964,closed
512720,计算机ETF,enhanced_ge_40,2023-05-10,1.303,2023-06-16,1.416,2900,5.0,3783.7,2023-06-16,1.416,5.0,0.0839654306631075,317.6999999999998,closed
159611,电力ETF,enhanced_ge_40,2023-08-15,0.922,2023-11-16,0.865,4400,5.0,4061.8,2023-11-16,0.865,5.0,-0.06420798660692308,-260.8000000000002,closed
159811,5G50ETF,enhanced_ge_40,2023-08-15,1.034,2023-11-16,0.991,3900,5.0,4037.6,2023-11-16,0.991,5.0,-0.044011293837923474,-177.69999999999982,closed
159611,电力ETF,enhanced_ge_40,2023-08-16,0.914,2023-11-16,0.865,4500,5.0,4118.0,2023-11-16,0.865,5.0,-0.05597377367654201,-230.5,closed
512660,军工ETF,enhanced_ge_40,2025-01-08,0.965,2025-02-21,1.043,3900,5.0,3768.5,2025-02-21,1.043,5.0,0.0780681968953164,294.1999999999998,closed
512400,有色金属ETF,enhanced_ge_40,2025-01-08,0.984,2025-02-21,1.031,3900,5.0,3842.6,2025-02-21,1.031,5.0,0.045099672097017575,173.29999999999973,closed
512660,军工ETF,enhanced_ge_40,2025-01-10,0.967,2025-02-21,1.043,4100,5.0,3969.7,2025-02-21,1.043,5.0,0.07597551452250786,301.59999999999945,closed
159887,银行ETF,enhanced_ge_40,2025-08-21,1.391,2025-11-11,1.371,2900,5.0,4038.9,2025-11-11,1.371,5.0,-0.01683626730050261,-68.0,closed
159887,银行ETF,enhanced_ge_40,2025-08-26,1.389,2025-11-11,1.371,2900,5.0,4033.1,2025-11-11,1.371,5.0,-0.015422379807096234,-62.19999999999982,closed
159887,银行ETF,enhanced_ge_40,2025-08-27,1.364,2025-11-11,1.371,3100,5.0,4233.400000000001,2025-11-11,1.371,5.0,0.0027637360041573716,11.699999999999818,closed
159611,电力ETF,enhanced_ge_40,2026-01-15,1.03,2026-06-04,1.228,3900,5.0,4022.0,2026-06-04,1.228,5.0,0.1895077076081551,762.1999999999998,closed
159611,电力ETF,enhanced_ge_40,2026-01-16,1.034,2026-06-05,1.178,3900,5.0,4037.6,2026-06-05,1.178,5.0,0.1366158113730929,551.5999999999999,closed
159611,电力ETF,enhanced_ge_40,2026-01-19,1.044,2026-06-08,1.145,4000,5.0,4181.0,2026-06-08,1.145,5.0,0.09423582874910308,394.0,closed
