overlay,family,threshold,recovery_change,exit_key,max_hold,greed_threshold,meaningful_worst_year,signals,closed,open,wins,win_rate,avg_return,median_return,realized_pnl_per_100,unrealized_pnl_per_100,mark_to_market_pnl_per_100,covered_years,worst_year_win_rate,year_win_rate_std,selection_score
enhanced_ge_45,enhanced,45.0,,hold_90_greed_80,90,80.0,0.6170212765957447,149,149,0,92,0.6174496644295302,0.05349955780250768,0.03125,797.1434112573644,0.0,797.1434112573644,3,0.0,0.2955311715725101,0.4903437527622863
core_ge_40,core,40.0,,hold_40_greed_70,40,70.0,0.5677966101694916,229,229,0,147,0.6419213973799127,0.03624662470400286,0.024691358024691468,830.0477057216656,0.0,830.0477057216656,3,0.0,0.3164033129149764,0.4898795813581827
core_ge_55,core,55.0,,hold_90_greed_80,90,80.0,0.5945945945945946,144,144,0,89,0.6180555555555556,0.04270036424633637,0.03098516949152541,614.8852451472438,0.0,614.8852451472438,3,0.0,0.30010770249654223,0.4808834418288277
enhanced_ge_40,enhanced,40.0,,hold_120_greed_80,120,80.0,0.5897435897435898,194,194,0,117,0.6030927835051546,0.05440532043994903,0.03965785381026432,1055.4632165350113,0.0,1055.4632165350113,3,0.0,0.2928807829138338,0.4801787976909963
core_ge_60,core,60.0,,hold_90_greed_80,90,80.0,0.6379310344827587,113,113,0,72,0.6371681415929203,0.04780170774820542,0.03072033898305082,540.1592975547213,0.0,540.1592975547213,3,0.0,0.30934047811792076,0.476810247989825
enhanced_ge_40,enhanced,40.0,,hold_40_greed_80,40,80.0,0.581081081081081,194,194,0,118,0.6082474226804123,0.031236773488187954,0.01990017184034798,605.9934056708463,0.0,605.9934056708463,3,0.0,0.28909099788237363,0.4759677870438254
core_ge_50,core,50.0,,hold_90_greed_80,90,80.0,0.5882352941176471,180,180,0,107,0.5944444444444444,0.04147220239845836,0.025121555915721183,746.4996431722506,0.0,746.4996431722506,3,0.0,0.28496849415313386,0.4730280874072332
enhanced_ge_45,enhanced,45.0,,hold_40_greed_80,40,80.0,0.574468085106383,149,149,0,89,0.5973154362416108,0.030328703476298284,0.017004048582995868,451.89768179684444,0.0,451.89768179684444,3,0.0,0.2838037530784535,0.4690391398428944
enhanced_ge_40,enhanced,40.0,,hold_20_greed_70,20,70.0,0.48717948717948717,194,194,0,123,0.634020618556701,0.025361710860743316,0.021756638621369118,492.01719069842034,0.0,492.01719069842034,3,0.0,0.36463179755276776,0.46725711626623795
enhanced_ge_40,enhanced,40.0,,hold_60_greed_80,60,80.0,0.5641025641025641,194,194,0,114,0.5876288659793815,0.04271899044161366,0.031049498079255056,828.748414567305,0.0,828.748414567305,3,0.0,0.28792452958542203,0.466075602848645
core_ge_40,core,40.0,,hold_90_greed_80,90,80.0,0.5555555555555556,229,229,0,135,0.5895196506550219,0.042235991605864755,0.023657870791628843,967.2042077743029,0.0,967.2042077743029,3,0.0,0.28265148246038996,0.4660400379654792
core_ge_45,core,45.0,,hold_90_greed_80,90,80.0,0.5625,207,207,0,121,0.5845410628019324,0.04089626679172865,0.02365501360686606,846.5527225887831,0.0,846.5527225887831,3,0.0,0.27980442101984865,0.46448524441731054
core_ge_55,core,55.0,,hold_20_greed_70,20,70.0,0.4189189189189189,144,144,0,95,0.6597222222222222,0.028101420753794477,0.02362095117408758,404.66045885464047,0.0,404.66045885464047,3,0.0,0.39094880804575366,0.46444839949373723
core_ge_50,core,50.0,,hold_20_greed_70,20,70.0,0.4673913043478261,180,180,0,113,0.6277777777777778,0.024363032981469995,0.018175417057846532,438.53459366645995,0.0,438.53459366645995,3,0.0,0.3372255550775016,0.4631102983802302
baseline,baseline,0.0,,hold_90_greed_80,90,80.0,0.524822695035461,287,287,0,169,0.5888501742160279,0.04176388173702537,0.02365501360686606,1198.6234058526281,0.0,1198.6234058526281,3,0.0,0.2874813739455955,0.4605909518819418
core_ge_55,core,55.0,,hold_40_greed_80,40,80.0,0.5945945945945946,144,144,0,84,0.5833333333333334,0.02477051678346808,0.016325385694249683,356.6954416819404,0.0,356.6954416819404,3,0.0,0.28086679544274223,0.46057914141630346
enhanced_ge_45,enhanced,45.0,,hold_120_greed_80,120,80.0,0.5656565656565656,149,149,0,85,0.5704697986577181,0.053072704092210016,0.03777777777777791,790.7832909739293,0.0,790.7832909739293,3,0.0,0.2795474397370961,0.46032109835476204
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_90_greed_80,90,80.0,0.6666666666666666,75,75,0,47,0.6266666666666667,0.07332260013656548,0.03181336161187698,549.9195010242412,0.0,549.9195010242412,3,0.0,0.2832788618662658,0.4590016744181734
core_ge_40,core,40.0,,hold_20_greed_70,20,70.0,0.5,229,229,0,138,0.6026200873362445,0.01986516063337533,0.012003693444136765,454.9121785042951,0.0,454.9121785042951,3,0.0,0.30525924028587836,0.4568555946035958
core_ge_45,core,45.0,,hold_20_greed_70,20,70.0,0.48148148148148145,207,207,0,126,0.6086956521739131,0.02123547222526972,0.013913043478260834,439.57427506308323,0.0,439.57427506308323,3,0.0,0.31793307104159796,0.45644427068216836
enhanced_ge_45,enhanced,45.0,,hold_40_greed_off,40,,0.5319148936170213,149,149,0,87,0.5838926174496645,0.029190573317393123,0.016521739130434865,434.93954242915754,0.0,434.93954242915754,3,0.0,0.2756890006592242,0.45630939937732906
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_90_greed_70,90,70.0,0.6666666666666666,75,75,0,47,0.6266666666666667,0.051175573581746375,0.03283898305084754,383.8168018630978,0.0,383.8168018630978,3,0.0,0.2832788618662658,0.4534649177794686
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_120_greed_70,120,70.0,0.6666666666666666,75,75,0,47,0.6266666666666667,0.050037339488624454,0.03283898305084754,375.2800461646834,0.0,375.2800461646834,3,0.0,0.2832788618662658,0.45318035925618816
enhanced_ge_40,enhanced,40.0,,hold_40_greed_off,40,,0.5135135135135135,194,194,0,113,0.5824742268041238,0.028007515267897323,0.01687723367173244,543.3457961972081,0.0,543.3457961972081,3,0.0,0.2770618349907545,0.4531010724468029
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_90_greed_70,90,70.0,0.6493506493506493,86,86,0,53,0.6162790697674418,0.04563714891309128,0.026799650371480355,392.479480652585,0.0,392.479480652585,3,0.0,0.2776812485714052,0.4520702529622121
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_120_greed_70,120,70.0,0.6493506493506493,86,86,0,53,0.6162790697674418,0.044644502901647745,0.026799650371480355,383.9427249541706,0.0,383.9427249541706,3,0.0,0.2776812485714052,0.4518220914593512
core_ge_40,core,40.0,,hold_120_greed_80,120,80.0,0.5555555555555556,229,229,0,128,0.5589519650655022,0.03925454571504147,0.03072033898305082,898.9290968744497,0.0,898.9290968744497,3,0.0,0.2669081392109272,0.45127030115797057
baseline,baseline,0.0,,hold_20_greed_70,20,70.0,0.5211267605633803,287,287,0,167,0.5818815331010453,0.017040336642808906,0.010551948051948257,489.05766164861564,0.0,489.05766164861564,3,0.0,0.28397561461096055,0.45065181562685513
core_ge_60,core,60.0,,hold_40_greed_80,40,80.0,0.603448275862069,113,113,0,68,0.6017699115044248,0.028377950454435502,0.016521739130434865,320.6708401351212,0.0,320.6708401351212,3,0.0,0.292091670675012,0.45046268442446397
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_90_greed_80,90,80.0,0.6363636363636364,86,86,0,52,0.6046511627906976,0.06740315159892885,0.02718767629495844,579.667103750788,0.0,579.667103750788,3,0.0,0.27356772856466344,0.45007882979778674
baseline,baseline,0.0,,hold_120_greed_80,120,80.0,0.524822695035461,287,287,0,162,0.5644599303135889,0.041271447949814216,0.03181336161187698,1184.490556159668,0.0,1184.490556159668,3,0.0,0.27253844224495066,0.44946815601997114
baseline,baseline,0.0,,hold_40_greed_80,40,80.0,0.49645390070921985,287,287,0,166,0.578397212543554,0.02723858617431457,0.016260162601626105,781.747423202828,0.0,781.747423202828,3,0.0,0.2859245594380069,0.44760237316669804
core_ge_50,core,50.0,,hold_40_greed_80,40,80.0,0.5294117647058824,180,180,0,102,0.5666666666666667,0.02311431002146883,0.015021037868162668,416.0575803864389,0.0,416.0575803864389,3,0.0,0.2733059986822327,0.4466591956500042
baseline,baseline,0.0,,hold_60_greed_80,60,80.0,0.524822695035461,287,287,0,159,0.554006968641115,0.04448997808213132,0.01807228915662651,1276.862370957169,0.0,1276.862370957169,3,0.0,0.26649839440239276,0.44552951154421805
core_ge_40,core,40.0,,hold_40_greed_80,40,80.0,0.5185185185185185,229,229,0,130,0.5676855895196506,0.022905004691993858,0.016129032258064502,524.5246074466594,0.0,524.5246074466594,3,0.0,0.27364478902673767,0.44545524058846253
enhanced_ge_40,enhanced,40.0,,hold_20_greed_80,20,80.0,0.49572649572649574,194,194,0,112,0.5773195876288659,0.01870326354060579,0.012049137701155899,362.84331268775236,0.0,362.84331268775236,3,0.0,0.30423086090457835,0.4433561151861925
enhanced_ge_40,enhanced,40.0,,hold_20_greed_off,20,,0.49572649572649574,194,194,0,112,0.5773195876288659,0.018344310666214086,0.009305955650834141,355.87962692455324,0.0,355.87962692455324,3,0.0,0.30423086090457835,0.4432663769675946
enhanced_ge_45,enhanced,45.0,,hold_60_greed_80,60,80.0,0.5353535353535354,149,149,0,82,0.5503355704697986,0.0401693218139252,0.022241231822070162,598.5228950274854,0.0,598.5228950274854,3,0.0,0.27365596478201437,0.4429540021421831
core_ge_40,core,40.0,,hold_60_greed_80,60,80.0,0.5508474576271186,229,229,0,125,0.5458515283842795,0.03153047737656985,0.016064257028112205,722.0479319234496,0.0,722.0479319234496,3,0.0,0.260788774270376,0.4425724002387199
core_ge_55,core,55.0,,hold_20_greed_60,20,60.0,0.44594594594594594,144,144,0,87,0.6041666666666666,0.012024999788515707,0.011287770326275481,173.1599969546262,0.0,173.1599969546262,3,0.0,0.3296585936256397,0.44160878768230294
core_ge_60,core,60.0,,hold_20_greed_70,20,70.0,0.39655172413793105,113,113,0,75,0.6637168141592921,0.03086856634967055,0.02892561983471076,348.8147997512772,0.0,348.8147997512772,3,0.0,0.41115056603494077,0.44149959533829136
core_ge_60,core,60.0,,hold_40_greed_off,40,,0.5961538461538461,113,113,0,66,0.584070796460177,0.026877230156410106,0.013913043478260834,303.71270076743417,0.0,303.71270076743417,3,0.0,0.2827646132641258,0.4408899469644713
core_ge_55,core,55.0,,hold_60_greed_80,60,80.0,0.5,144,144,0,82,0.5694444444444444,0.0270283874278551,0.02120126107232534,389.2087789611134,0.0,389.2087789611134,3,0.0,0.2849100442656113,0.43968651553793714
core_ge_45,core,45.0,,hold_120_greed_80,120,80.0,0.5370370370370371,207,207,0,112,0.5410628019323671,0.0337864688694652,0.025121555915721183,699.3799055979297,0.0,699.3799055979297,3,0.0,0.2593717605703728,0.4387838328934756
core_ge_55,core,55.0,,hold_40_greed_off,40,,0.5373134328358209,144,144,0,80,0.5555555555555556,0.02157913739998025,0.011223403144640876,310.7395785597156,0.0,310.7395785597156,3,0.0,0.2678161866569763,0.4383442821205879
core_ge_45,core,45.0,,hold_40_greed_80,40,80.0,0.5104166666666666,207,207,0,115,0.5555555555555556,0.02160303556473184,0.013913043478260834,447.1828361899491,0.0,447.1828361899491,3,0.0,0.2675239002566029,0.4383391246484325
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_60_greed_70,60,70.0,0.6233766233766234,86,86,0,51,0.5930232558139535,0.04438039279306199,0.025765963901107303,381.6713780203331,0.0,381.6713780203331,3,0.0,0.26953049832960724,0.4368841130787005
enhanced_ge_40,enhanced,40.0,,hold_60_greed_60,60,60.0,0.4700854700854701,194,194,0,111,0.5721649484536082,0.020513979795370712,0.010934391137785493,397.9712080301918,0.0,397.9712080301918,3,0.0,0.31195469127641196,0.4367674143863543
enhanced_ge_40,enhanced,40.0,,hold_90_greed_60,90,60.0,0.4700854700854701,194,194,0,111,0.5721649484536082,0.020513979795370712,0.010934391137785493,397.9712080301918,0.0,397.9712080301918,3,0.0,0.31195469127641196,0.4367674143863543
enhanced_ge_40,enhanced,40.0,,hold_120_greed_60,120,60.0,0.4700854700854701,194,194,0,111,0.5721649484536082,0.020513979795370712,0.010934391137785493,397.9712080301918,0.0,397.9712080301918,3,0.0,0.31195469127641196,0.4367674143863543
core_ge_50,core,50.0,,hold_60_greed_80,60,80.0,0.5217391304347826,180,180,0,98,0.5444444444444444,0.027987079829787816,0.017068273092369357,503.7674369361807,0.0,503.7674369361807,3,0.0,0.2630281398670019,0.4364376105555264
core_ge_55,core,55.0,,hold_120_greed_80,120,80.0,0.4864864864864865,144,144,0,81,0.5625,0.03481287819365885,0.027920947449386002,501.3054459886875,0.0,501.3054459886875,3,0.0,0.2832459245206214,0.43626651855973797
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_60_greed_70,60,70.0,0.6363636363636364,75,75,0,45,0.6,0.04964949109309837,0.026315789473684292,372.37118319823776,0.0,372.37118319823776,3,0.0,0.27356772856466344,0.43598149994264696
baseline,baseline,0.0,,hold_20_greed_80,20,80.0,0.5422535211267606,287,287,0,156,0.5435540069686411,0.0145372651032183,0.006039689387402847,417.21950846236524,0.0,417.21950846236524,3,0.0,0.2599747378892171,0.43595136889800185
enhanced_ge_40,enhanced,40.0,,hold_40_greed_60,40,60.0,0.4700854700854701,194,194,0,111,0.5721649484536082,0.017161784886649843,0.010934391137785493,332.938626801007,0.0,332.938626801007,3,0.0,0.31195469127641196,0.4359293656591741
core_ge_40,core,40.0,,hold_20_greed_60,20,60.0,0.4830508474576271,229,229,0,130,0.5676855895196506,0.007891468685569338,0.004357298474945592,180.71463289953783,0.0,180.71463289953783,3,0.0,0.2842953813011516,0.43552965854576964
enhanced_ge_40,enhanced,40.0,,hold_20_greed_60,20,60.0,0.4700854700854701,194,194,0,111,0.5721649484536082,0.010964131600645214,0.004689717663894477,212.70415305251714,0.0,212.70415305251714,3,0.0,0.31195469127641196,0.43437995233767296
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_40_greed_80,40,80.0,0.6233766233766234,86,86,0,51,0.5930232558139535,0.03242432461634536,0.021577020767966637,278.84919170057015,0.0,278.84919170057015,3,0.0,0.26953049832960724,0.43389509603452137
core_ge_40,core,40.0,,hold_20_greed_80,20,80.0,0.5084745762711864,229,229,0,126,0.5502183406113537,0.014666877426923993,0.006688963210702337,335.87149307655943,0.0,335.87149307655943,3,0.0,0.26719477771043654,0.43367149388625087
core_ge_50,core,50.0,,hold_20_greed_off,20,,0.4782608695652174,180,180,0,101,0.5611111111111111,0.015431161617163087,0.006364326299052592,277.76090910893555,0.0,277.76090910893555,3,0.0,0.2819400756426354,0.43359727034321816
core_ge_45,core,45.0,,hold_60_greed_80,60,80.0,0.5277777777777778,207,207,0,111,0.5362318840579711,0.027202333530662082,0.016064257028112205,563.0883040847051,0.0,563.0883040847051,3,0.0,0.2573716002273105,0.4334934640601329
core_ge_50,core,50.0,,hold_120_greed_80,120,80.0,0.5108695652173914,180,180,0,97,0.5388888888888889,0.033061958067401934,0.02360178742158303,595.1152452132349,0.0,595.1152452132349,3,0.0,0.26097976292752173,0.43346198770970185
baseline,baseline,0.0,,hold_90_greed_60,90,60.0,0.5,287,287,0,158,0.5505226480836237,0.014904470890400208,0.004680187207488196,427.758314554486,0.0,427.758314554486,3,0.0,0.2675836805661487,0.43258074731912005
baseline,baseline,0.0,,hold_120_greed_60,120,60.0,0.5,287,287,0,158,0.5505226480836237,0.014904470890400208,0.004680187207488196,427.758314554486,0.0,427.758314554486,3,0.0,0.2675836805661487,0.43258074731912005
baseline,baseline,0.0,,hold_60_greed_60,60,60.0,0.5,287,287,0,158,0.5505226480836237,0.014637307259830715,0.004680187207488196,420.0907183571415,0.0,420.0907183571415,3,0.0,0.2675836805661487,0.43251395641147766
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_40_greed_80,40,80.0,0.6363636363636364,75,75,0,45,0.6,0.034285614087059386,0.016521739130434865,257.1421056529454,0.0,257.1421056529454,3,0.0,0.27356772856466344,0.43214053069113717
baseline,baseline,0.0,,hold_40_greed_60,40,60.0,0.5,287,287,0,158,0.5505226480836237,0.011805707650874589,0.004680187207488196,338.8238095801007,0.0,338.8238095801007,3,0.0,0.2675836805661487,0.4318060565092386
core_ge_60,core,60.0,,hold_60_greed_80,60,80.0,0.5344827586206896,113,113,0,66,0.584070796460177,0.02879251230858474,0.022336769759450092,325.35538908700755,0.0,325.35538908700755,3,0.0,0.2901939401432547,0.4315237582222111
core_ge_55,core,55.0,,hold_60_greed_60,60,60.0,0.4189189189189189,144,144,0,85,0.5902777777777778,0.015027448312269185,0.012690099072379724,216.39525569667626,0.0,216.39525569667626,3,0.0,0.329121658867283,0.4314038560954113
core_ge_55,core,55.0,,hold_90_greed_60,90,60.0,0.4189189189189189,144,144,0,85,0.5902777777777778,0.015027448312269185,0.012690099072379724,216.39525569667626,0.0,216.39525569667626,3,0.0,0.329121658867283,0.4314038560954113
core_ge_55,core,55.0,,hold_120_greed_60,120,60.0,0.4189189189189189,144,144,0,85,0.5902777777777778,0.015027448312269185,0.012690099072379724,216.39525569667626,0.0,216.39525569667626,3,0.0,0.329121658867283,0.4314038560954113
core_ge_55,core,55.0,,hold_40_greed_60,40,60.0,0.4189189189189189,144,144,0,85,0.5902777777777778,0.014025962953096022,0.012690099072379724,201.97386652458272,0.0,201.97386652458272,3,0.0,0.329121658867283,0.4311534847556181
core_ge_50,core,50.0,,hold_20_greed_80,20,80.0,0.4782608695652174,180,180,0,100,0.5555555555555556,0.015343027635087452,0.006364326299052592,276.17449743157414,0.0,276.17449743157414,3,0.0,0.27796578054675725,0.43111540267759163
core_ge_50,core,50.0,,hold_20_greed_60,20,60.0,0.45652173913043476,180,180,0,102,0.5666666666666667,0.009915378077106986,0.004676542201874967,178.47680538792576,0.0,178.47680538792576,3,0.0,0.29228272275933986,0.43090782090142815
core_ge_45,core,45.0,,hold_20_greed_80,20,80.0,0.49074074074074076,207,207,0,113,0.5458937198067633,0.014507199170130033,0.006039689387402847,300.2990228216917,0.0,300.2990228216917,3,0.0,0.2686337910654197,0.4286940675217917
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_120_greed_80,120,80.0,0.6060606060606061,75,75,0,43,0.5733333333333334,0.08521092296414451,0.05432098765432092,639.0819222310838,0.0,639.0819222310838,3,0.0,0.26427223135254807,0.42773670980858985
core_ge_40,core,40.0,,hold_20_greed_off,20,,0.5084745762711864,229,229,0,123,0.537117903930131,0.012421061181733537,0.0038971161340608518,284.442301061698,0.0,284.442301061698,3,0.0,0.25914989356244306,0.42720341221618136
core_ge_45,core,45.0,,hold_20_greed_60,20,60.0,0.46296296296296297,207,207,0,115,0.5555555555555556,0.007866867613243398,0.0031250000000000444,162.84415959413835,0.0,162.84415959413835,3,0.0,0.2825723267021439,0.4265831529893615
core_ge_40,core,40.0,,hold_60_greed_60,60,60.0,0.4576271186440678,229,229,0,127,0.5545851528384279,0.011487391769222999,0.004672897196261738,263.06127151520667,0.0,263.06127151520667,3,0.0,0.2816524269217043,0.42627629800439354
core_ge_40,core,40.0,,hold_90_greed_60,90,60.0,0.4576271186440678,229,229,0,127,0.5545851528384279,0.011487391769222999,0.004672897196261738,263.06127151520667,0.0,263.06127151520667,3,0.0,0.2816524269217043,0.42627629800439354
core_ge_40,core,40.0,,hold_120_greed_60,120,60.0,0.4576271186440678,229,229,0,127,0.5545851528384279,0.011487391769222999,0.004672897196261738,263.06127151520667,0.0,263.06127151520667,3,0.0,0.2816524269217043,0.42627629800439354
core_ge_45,core,45.0,,hold_20_greed_off,20,,0.49074074074074076,207,207,0,112,0.5410628019323671,0.013295673914993414,0.00390625,275.2204500403637,0.0,275.2204500403637,3,0.0,0.26538779507521043,0.42623540695002626
core_ge_40,core,40.0,,hold_40_greed_60,40,60.0,0.4576271186440678,229,229,0,127,0.5545851528384279,0.009929309286144569,0.004672897196261738,227.3811826527106,0.0,227.3811826527106,3,0.0,0.2816524269217043,0.42588677738362385
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_40_greed_70,40,70.0,0.6103896103896104,86,86,0,50,0.5813953488372093,0.027548226184793065,0.012456844923553811,236.91474518922035,0.0,236.91474518922035,3,0.0,0.26557303715081015,0.425230662884513
baseline,baseline,0.0,,hold_20_greed_60,20,60.0,0.4859154929577465,287,287,0,156,0.5435540069686411,0.005966462972537355,0.0031250000000000444,171.2374873118221,0.0,171.2374873118221,3,0.0,0.26541745914513737,0.42492254643950583
core_ge_55,core,55.0,,hold_20_greed_80,20,80.0,0.4189189189189189,144,144,0,82,0.5694444444444444,0.016994703751231247,0.007663981212694515,244.72373401772995,0.0,244.72373401772995,3,0.0,0.31128080628840027,0.4229062714947958
