year,net_account_return
2014,0.7440227249999996
2015,0.15715853874553165
2016,-0.06375029644804586
2017,0.0018023466396017707
2018,0.16298493381089307
2019,0.15814111528300367
2020,0.18756283484916647
2021,0.4145032005914151
2022,0.27387985475274346
2023,-0.01958092424782798
2024,0.6364532203435704
2025,0.19556093601064073
2026,-0.043555341047130436
