year,trades,win_rate,gross_return
2014,2,1.0,0.7571948998178504
2015,1,1.0,0.15887062789717654
2016,1,0.0,-0.0635644768856447
2017,5,0.8,0.1093089596955088
2018,6,0.6666666666666666,0.13400547654143824
2019,3,0.6666666666666666,0.16035454549876316
2020,5,0.8,0.4235556774202476
2021,4,1.0,0.5599918681603122
2022,5,0.8,0.3648592761898348
2023,4,0.75,0.2575808220176783
2024,3,0.6666666666666666,0.3724944806471113
2025,3,1.0,0.5432281578875686
2026,4,0.5,0.0023238801559142264
