year,net_account_return
2014,0.7440227249999996
2015,0.15715853874553165
2016,-0.06375029644804586
2017,0.0018023466396017707
2018,0.16298493381089307
2019,0.15814111528300367
2020,0.18756283484916647
2021,0.4145032005914151
2022,0.27636855580273356
2023,-0.0021253900293184413
2024,0.8956830878815412
2025,0.31807467474740525
2026,-0.05092418647065322
