test_year,rule,buy_combo,sell_combo,symbol,name,entry_date,exit_date,entry_close,exit_close,hold_days,status,return_rate,pnl_cny,mark_close,unrealized_return,unrealized_pnl_cny,signal_date,fear_core,fear_qvix,fear_north,fear_enhanced,fear_change3,fear_peak5,greed_enhanced,regime,symbol_fear,buy_quality,exit_reason,exit_key,max_hold,greed_threshold,mark_date,overlay
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-03-23,2021-05-24,1.15,1.166,1102.0,closed,0.013913043478260834,1.3913043478260834,1.489,,,2021-03-22,60.582010582010575,46.42857142857143,92.5925925925926,56.33597883597883,-3.359788359788361,68.25396825396825,43.66402116402117,中性,61.16266762895734,58.749323232468086,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-03-24,2021-05-25,1.129,1.195,1101.0,closed,0.05845881310894607,5.845881310894607,1.489,,,2021-03-23,66.34542705971276,40.74074074074074,6.613756613756613,58.66402116402115,0.29100529100528405,68.25396825396825,41.33597883597885,中性,74.11276888397268,66.3883950239969,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-03-29,2021-05-28,1.16,1.203,1098.0,closed,0.03706896551724159,3.706896551724159,1.489,,,2021-03-26,63.3219954648526,30.555555555555557,30.423280423280424,53.49206349206348,-5.171957671957671,66.49470899470899,46.50793650793652,中性,68.94979029943289,61.220926895748185,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-04-20,2021-06-21,1.164,1.195,1083.0,closed,0.02663230240549841,2.663230240549841,1.489,,,2021-04-19,46.42857142857143,26.71957671957672,6.878306878306878,40.51587301587301,-10.436507936507937,57.44708994708995,59.48412698412699,中性,57.943988502775,49.229930759324006,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-04-21,2021-06-22,1.159,1.201,1082.0,closed,0.036238136324417525,3.6238136324417525,1.489,,,2021-04-20,51.47392290249433,26.58730158730159,0.9259259259259258,44.007936507936506,-9.074074074074076,53.08201058201058,55.992063492063494,中性,58.460178870402785,51.234057689169646,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-04-22,2021-06-23,1.162,1.207,1081.0,closed,0.03872633390705693,3.872633390705693,1.489,,,2021-04-21,53.98715041572184,28.703703703703702,69.97354497354497,46.40211640211639,-2.5529100529100646,53.08201058201058,53.59788359788361,中性,67.12618795088562,56.76415217650101,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-04-23,2021-06-24,1.162,1.209,1080.0,closed,0.04044750430292621,4.044750430292621,1.489,,,2021-04-22,49.14965986394558,27.91005291005291,75.26455026455027,42.77777777777778,2.2619047619047663,48.955026455026456,57.22222222222222,中性,55.07467295124386,48.92622536451082,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-04-26,2021-06-25,1.156,1.219,1079.0,closed,0.054498269896193996,5.4498269896194,1.489,,,2021-04-23,41.043083900226755,29.232804232804234,80.55555555555556,37.5,-6.507936507936506,46.40211640211639,62.5,贪婪,55.11503056502376,46.30751528251188,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-11-09,2022-01-05,1.292,1.335,949.0,closed,0.03328173374612997,3.328173374612997,1.489,,,2021-11-08,55.87679516250945,39.285714285714285,69.57671957671958,50.8994708994709,-5.6084656084656,64.25925925925925,49.1005291005291,中性,59.06353585851734,54.98150337899412,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-11-10,2022-01-06,1.289,1.332,948.0,closed,0.0333591931730024,3.33591931730024,1.489,,,2021-11-09,47.14663643235072,39.41798941798942,72.08994708994709,44.82804232804232,1.415343915343911,56.5079365079365,55.17195767195768,中性,53.86196575871793,49.34500404338013,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-11-11,2022-01-07,1.306,1.331,947.0,closed,0.019142419601837712,1.9142419601837712,1.489,,,2021-11-10,58.7679516250945,20.8994708994709,82.4074074074074,47.40740740740742,-6.904761904761898,54.31216931216932,52.59259259259258,中性,54.70010432328724,51.05375586534733,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-11-12,2022-01-10,1.316,1.339,946.0,closed,0.01747720364741645,1.747720364741645,1.489,,,2021-11-11,51.03930461073319,31.084656084656086,99.20634920634922,45.05291005291005,-5.846560846560848,54.31216931216932,54.94708994708995,中性,51.164614239835785,48.10876214637292,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512950,央企改革ETF,2021-11-15,2022-01-11,1.307,1.327,945.0,closed,0.015302218821729108,1.5302218821729108,1.489,,,2021-11-12,35.73318216175359,27.380952380952383,5.291005291005291,33.22751322751323,-11.600529100529094,50.8994708994709,66.77248677248677,贪婪,49.12989848193911,41.17870585472617,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
2021,n120_exit60_years0_worst0,周KLON低位(120日5%),月K布林上轨触及 + 月KKD线(K-D)高位(60日15%),512400,有色金属ETF,2021-03-23,2021-05-24,1.025,1.128,90.0,closed,0.10048780487804887,10.048780487804887,1.79,,,2021-03-22,60.582010582010575,46.42857142857143,92.5925925925926,56.33597883597883,-3.359788359788361,68.25396825396825,43.66402116402117,中性,71.13095238095238,63.73346560846561,max_hold,hold_40_greed_off,40,,2026-07-31,baseline
