symbol,name,overlay,entry_date,entry_close,exit_date,exit_close,quantity,buy_fee,cost_total,actual_exit_date,actual_exit_close,sell_fee,net_return,net_pnl,status_portfolio
512880,证券ETF,baseline,2021-01-04,1.232,2021-03-08,1.073,8100,5.0,9984.2,2021-03-08,1.073,5.0,-0.12999539272049854,-1297.9000000000015,closed
159902,中小板ETF,baseline,2021-03-08,4.595,2021-05-07,4.425,1800,5.0,8276.0,2021-05-07,4.425,5.0,-0.03818269695505075,-316.0,closed
515210,钢铁ETF,baseline,2021-06-01,1.568,2021-07-28,1.676,5300,5.0,8315.4,2021-07-28,1.676,5.0,0.06763354739399183,562.3999999999996,closed
510880,红利ETF,baseline,2021-08-16,2.892,2021-09-02,3.194,3000,5.0,8681.0,2021-09-02,3.194,5.0,0.10321391544752909,896.0,closed
512400,有色金属ETF,baseline,2021-10-11,1.388,2021-12-06,1.438,7000,5.0,9721.0,2021-12-06,1.438,5.0,0.034975825532352636,340.0,closed
515790,光伏ETF,baseline,2022-01-04,1.629,2022-03-08,1.513,6200,5.0,10104.8,2022-03-08,1.513,5.0,-0.07216372417069124,-729.2000000000007,closed
159930,能源ETF,baseline,2022-11-08,1.166,2023-01-04,1.05,8100,5.0,9449.599999999999,2023-01-04,1.05,5.0,-0.10049102607517765,-949.5999999999985,closed
159766,旅游ETF,baseline,2023-02-07,1.063,2023-04-04,1.12,7900,5.0,8402.699999999999,2023-04-04,1.12,5.0,0.0523998238661384,440.3000000000011,closed
512720,计算机ETF,baseline,2023-05-05,1.298,2023-07-04,1.319,6800,5.0,8831.4,2023-07-04,1.319,5.0,0.015037253436601136,132.79999999999927,closed
512980,传媒ETF,baseline,2023-07-04,0.867,2023-08-29,0.829,10400,5.0,9021.8,2023-08-29,0.829,5.0,-0.044913431909374954,-405.1999999999989,closed
159996,家电ETF,baseline,2023-08-31,1.117,2023-11-03,1.076,7700,5.0,8605.9,2023-11-03,1.076,5.0,-0.03784612881860107,-325.6999999999989,closed
512400,有色金属ETF,baseline,2025-01-08,0.984,2025-03-13,1.093,8400,5.0,8270.6,2025-03-13,1.093,5.0,0.10949628805648907,905.5999999999985,closed
159811,5G50ETF,baseline,2025-04-02,1.257,2025-06-04,1.184,7300,5.0,9181.099999999999,2025-06-04,1.184,5.0,-0.059132347975732726,-542.8999999999996,closed
159766,旅游ETF,baseline,2025-06-27,0.676,2025-08-22,0.71,12800,5.0,8657.800000000001,2025-08-22,0.71,5.0,0.049111783593984486,425.1999999999989,closed
159887,银行ETF,baseline,2025-08-22,1.386,2025-10-27,1.352,6500,5.0,9014.0,2025-10-27,1.352,5.0,-0.025626802751275792,-231.0,closed
159663,机床ETF,baseline,2025-12-02,0.702,2026-01-13,0.839,12600,5.0,8850.199999999999,2026-01-13,0.839,5.0,0.19391652166052756,1716.2000000000007,closed
159611,电力ETF,baseline,2026-01-15,1.03,2026-03-20,1.144,10300,5.0,10614.0,2026-03-20,1.144,5.0,0.10968532127378923,1164.199999999999,closed
515790,光伏ETF,baseline,2026-05-07,1.101,2026-07-03,0.957,10600,5.0,11675.6,2026-07-03,0.957,5.0,-0.1315906677172909,-1536.4000000000015,closed
