overlay,family,threshold,recovery_change,exit_key,max_hold,greed_threshold,signals,closed,open,wins,win_rate,avg_return,median_return,realized_pnl_per_100,unrealized_pnl_per_100,mark_to_market_pnl_per_100,covered_years,worst_year_win_rate,year_win_rate_std,robust_score
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_90_greed_70,90,70.0,130,124,6,99,0.7983870967741935,0.05548379458071453,0.04044750430292621,687.9990528008601,-126.36453173068199,561.6345210701782,5,0.0,0.3718000477068745,0.4860946829447611
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_120_greed_70,120,70.0,130,124,6,99,0.7983870967741935,0.053434425860835286,0.038659793814433074,662.5868806743575,-126.36453173068199,536.2223489436756,5,0.0,0.3718000477068745,0.4854798723287974
recovery_peak_50_change_le_0p0,recovery,50.0,0.0,hold_90_greed_70,90,70.0,142,135,7,106,0.7851851851851852,0.05657731260761385,0.04091816367265455,763.793720202787,-153.1149805637161,610.6787396390708,5,0.0,0.37176759362344497,0.47982437888500123
recovery_peak_50_change_le_0p0,recovery,50.0,0.0,hold_120_greed_70,120,70.0,142,135,7,106,0.7851851851851852,0.05473512472112586,0.04044750430292621,738.9241837351991,-153.1149805637161,585.809203171483,5,0.0,0.37176759362344497,0.47927172251905475
core_ge_65,core,65.0,,hold_90_greed_70,90,70.0,83,71,12,51,0.7183098591549296,0.06066491070077147,0.04271356783919611,430.72086597547747,-278.81184758411655,151.90901839136092,3,0.48717948717948717,0.24174590809796495,0.4777326788578078
core_ge_65,core,65.0,,hold_120_greed_70,120,70.0,83,71,12,51,0.7183098591549296,0.06066491070077147,0.04271356783919611,430.72086597547747,-278.81184758411655,151.90901839136092,3,0.48717948717948717,0.24174590809796495,0.4777326788578078
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_60_greed_70,60,70.0,130,124,6,97,0.782258064516129,0.0543616606021372,0.038895114298520994,674.0845914665014,-126.36453173068199,547.7200597358194,5,0.0,0.37171795426706056,0.4777000940973408
recovery_peak_50_change_le_2p5,recovery,50.0,2.5,hold_90_greed_70,90,70.0,164,155,9,121,0.7806451612903226,0.0550034315889735,0.04096561814191668,852.5531896290893,-192.27916833125582,660.2740212978334,5,0.0,0.3729257153140022,0.4769895528967332
recovery_peak_50_change_le_2p5,recovery,50.0,2.5,hold_120_greed_70,120,70.0,164,155,9,121,0.7806451612903226,0.05187430394839837,0.038659793814433074,804.0517112001747,-192.27916833125582,611.7725428689189,5,0.0,0.3729257153140022,0.4760508146045606
core_ge_60,core,60.0,,hold_120_greed_70,120,70.0,137,124,13,96,0.7741935483870968,0.06146705912160817,0.047712269800340934,762.1915331079413,-305.56229641715066,456.6292366907906,4,0.0,0.41043446572380266,0.47270213467212663
core_ge_60,core,60.0,,hold_90_greed_70,90,70.0,137,124,13,96,0.7741935483870968,0.06115484030779399,0.047712269800340934,758.3200198166454,-305.56229641715066,452.75772339949475,4,0.0,0.41043446572380266,0.47260846902798237
recovery_peak_50_change_le_0p0,recovery,50.0,0.0,hold_60_greed_70,60,70.0,142,135,7,104,0.7703703703703704,0.05549630057228535,0.039130434782608914,749.2000577258522,-153.1149805637161,596.085077162136,5,0.0,0.37171965487747005,0.47209650296667316
qvix_ge_40,qvix,40.0,,hold_120_greed_off,120,,134,110,24,74,0.6727272727272727,0.10427119096584046,0.08732126033937648,1146.983100624245,-525.0351956573113,621.9479049669337,5,0.25,0.2613737154666389,0.47173509641605743
qvix_ge_40,qvix,40.0,,hold_90_greed_70,90,70.0,134,110,24,83,0.7545454545454545,0.06990181636588554,0.03955364905867964,768.9199800247409,-525.0351956573113,243.88478436742957,5,0.0,0.3448676997334448,0.4706538562038173
recovery_peak_50_change_le_2p5,recovery,50.0,2.5,hold_60_greed_70,60,70.0,164,155,9,119,0.7677419354838709,0.05350061751672861,0.04044750430292621,829.2595715092934,-192.27916833125582,636.9804031780376,5,0.0,0.3731109498743485,0.47007227700700616
core_ge_60,core,60.0,,hold_60_greed_70,60,70.0,137,124,13,95,0.7661290322580645,0.06324654931065977,0.04433961071789705,784.2572114521812,-305.56229641715066,478.69491503503053,4,0.0,0.4112710497198815,0.4691367969446396
qvix_ge_40,qvix,40.0,,hold_120_greed_70,120,70.0,134,110,24,83,0.7545454545454545,0.06432814735248854,0.03329839889927544,707.6096208773739,-525.0351956573113,182.5744252200626,5,0.0,0.3448676997334448,0.46898175549979826
recovery_peak_60_change_le_0p0,recovery,60.0,0.0,hold_120_greed_off,120,,90,85,5,55,0.6470588235294118,0.09590304660148491,0.08551483420593375,815.1758961126218,-114.92056006645761,700.2553360461642,4,0.4,0.11915868384629084,0.4677676310374481
core_ge_65,core,65.0,,hold_60_greed_70,60,70.0,83,71,12,50,0.704225352112676,0.062110203015109,0.04271356783919611,440.98244140727394,-278.81184758411655,162.1705938231574,3,0.46153846153846156,0.2538332035028632,0.46759292683448783
recovery_peak_60_change_le_2p5,recovery,60.0,2.5,hold_120_greed_off,120,,100,95,5,60,0.631578947368421,0.08673128321361105,0.0842857142857143,823.947190529305,-114.92056006645761,709.0266304628474,4,0.4,0.1263250418431015,0.4667028553008457
enhanced_ge_40,enhanced,40.0,,hold_90_greed_70,90,70.0,258,234,24,177,0.7564102564102564,0.05525933166878953,0.038756622809268726,1293.068361049675,-525.0351956573113,768.0331653923638,5,0.0,0.36865085350956084,0.46529085942500015
enhanced_ge_40,enhanced,40.0,,hold_120_greed_70,120,70.0,258,234,24,177,0.7564102564102564,0.052104178530540765,0.03418712823522396,1219.2377776146539,-525.0351956573113,694.2025819573425,5,0.0,0.36865085350956084,0.46434431348352556
enhanced_ge_45,enhanced,45.0,,hold_90_greed_70,90,70.0,202,183,19,138,0.7540983606557377,0.05516116767577611,0.038659793814433074,1009.4493684667029,-421.7910288094067,587.6583396572962,5,0.0,0.38320863526801324,0.46294083980916056
core_ge_55,core,55.0,,hold_120_greed_70,120,70.0,175,160,15,121,0.75625,0.05488847461430366,0.041605639487948376,878.2155938288586,-341.24645810149553,536.969135727363,4,0.0,0.40165582858489346,0.4624590760974996
core_ge_55,core,55.0,,hold_90_greed_70,90,70.0,175,160,15,121,0.75625,0.05472390443479443,0.041605639487948376,875.582470956711,-341.24645810149553,534.3360128552154,4,0.0,0.40165582858489346,0.46240970504364687
enhanced_ge_45,enhanced,45.0,,hold_120_greed_70,120,70.0,202,183,19,138,0.7540983606557377,0.05320094791404451,0.034904013961605695,973.5773468270146,-421.7910288094067,551.7863180176079,5,0.0,0.38320863526801324,0.4623527738806411
enhanced_ge_55,enhanced,55.0,,hold_90_greed_off,90,,94,79,15,50,0.6329113924050633,0.055829702487848035,0.025798525798525818,441.0546496539995,-341.24645810149553,99.80819155250396,3,0.5416666666666666,0.06049310968757295,0.46153182484054694
recovery_peak_60_change_le_m2p5,recovery,60.0,-2.5,hold_120_greed_off,120,,79,75,4,49,0.6533333333333333,0.09766556487510566,0.10563165905631666,732.4917365632925,-88.17011123342347,644.3216253298691,4,0.4,0.12247448713915887,0.4611683771580657
core_ge_55,core,55.0,,hold_60_greed_70,60,70.0,175,160,15,120,0.75,0.056676564331440374,0.039935330049356677,906.825029303046,-341.24645810149553,565.5785712015504,4,0.0,0.40231415789674263,0.4598178366676927
enhanced_ge_40,enhanced,40.0,,hold_60_greed_70,60,70.0,258,235,23,174,0.7404255319148936,0.0535379488454057,0.038659793814433074,1258.141797867034,-499.14963707420486,758.9921607928292,5,0.0,0.35141533387519214,0.4581609239010531
qvix_ge_40,qvix,40.0,,hold_60_greed_70,60,70.0,134,111,23,80,0.7207207207207207,0.06613622511538811,0.034904013961605695,734.1120987808081,-499.14963707420486,234.96246170660322,5,0.0,0.3152691293044685,0.4549796975506193
enhanced_ge_45,enhanced,45.0,,hold_60_greed_70,60,70.0,202,183,19,135,0.7377049180327869,0.05494652839414742,0.034904013961605695,1005.5214696128978,-421.7910288094067,583.7304408034911,5,0.0,0.38501534903214957,0.4545351896120658
qvix_ge_50,qvix,50.0,,hold_90_greed_70,90,70.0,110,87,23,65,0.7471264367816092,0.06751930499656263,0.03421727972626187,587.4179534700949,-499.14963707420486,88.26831639589,5,0.0,0.3461953887121157,0.4531233787928041
qvix_ge_50,qvix,50.0,,hold_120_greed_off,120,,110,87,23,54,0.6206896551724138,0.09333315802153755,0.06010016694490816,811.9984747873767,-499.14963707420486,312.84883771317186,5,0.42857142857142855,0.20170200461237625,0.452065757480821
qvix_ge_50,qvix,50.0,,hold_120_greed_70,120,70.0,110,87,23,65,0.7471264367816092,0.06331810678243499,0.031044214487300215,550.8675290071844,-499.14963707420486,51.71789193297957,5,0.0,0.3461953887121157,0.4518630193285658
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_40_greed_70,40,70.0,130,130,0,96,0.7384615384615385,0.035281444787994796,0.032946350276563896,458.65878224393236,0.0,458.65878224393236,5,0.0,0.3529974885576787,0.45157540358255344
recovery_peak_60_change_le_2p5,recovery,60.0,2.5,hold_90_greed_70,90,70.0,100,95,5,70,0.7368421052631579,0.05562228175781061,0.04044750430292621,528.4116766992008,-114.92056006645761,413.4911166327432,4,0.0,0.3621091643068427,0.4511390040143747
recovery_peak_60_change_le_2p5,recovery,60.0,2.5,hold_120_greed_70,120,70.0,100,95,5,70,0.7368421052631579,0.05472367589481962,0.04044750430292621,519.8749210007863,-114.92056006645761,404.95436093432875,4,0.0,0.3621091643068427,0.45086942225547744
recovery_peak_70_change_le_2p5,recovery,70.0,2.5,hold_90_greed_off,90,,41,36,5,26,0.7222222222222222,0.05172022418687039,0.03237757731958768,186.1928070727334,-114.92056006645761,71.27224700627578,3,0.5,0.15310988349354088,0.45037838768768895
recovery_peak_60_change_le_0p0,recovery,60.0,0.0,hold_90_greed_70,90,70.0,90,85,5,64,0.7529411764705882,0.059306382104920376,0.04044750430292621,504.1042478918232,-114.92056006645761,389.1836878253656,4,0.0,0.36489857430399186,0.4500706169224509
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_120_greed_off,120,,101,96,5,59,0.6145833333333334,0.08331854775446051,0.08084064584064587,799.858058442821,-114.92056006645761,684.9374983763634,4,0.3333333333333333,0.14753587175715996,0.4498176945857653
recovery_peak_60_change_le_0p0,recovery,60.0,0.0,hold_120_greed_70,120,70.0,90,85,5,64,0.7529411764705882,0.05830205790510693,0.04044750430292621,495.5674921934089,-114.92056006645761,380.6469321269513,4,0.0,0.36489857430399186,0.44976931966250683
recovery_peak_60_change_le_m2p5,recovery,60.0,-2.5,hold_90_greed_70,90,70.0,79,75,4,58,0.7733333333333333,0.05771114858935344,0.038659793814433074,432.83361442015075,-88.17011123342347,344.66350318672727,4,0.0,0.3658653056453973,0.44971078679184096
recovery_peak_60_change_le_m2p5,recovery,60.0,-2.5,hold_120_greed_70,120,70.0,79,75,4,58,0.7733333333333333,0.056500563075042885,0.038659793814433074,423.75422306282167,-88.17011123342347,335.5841118293982,4,0.0,0.3658653056453973,0.4493476111375478
core_ge_50,core,50.0,,hold_90_greed_70,90,70.0,216,201,15,146,0.7263681592039801,0.047840491901826605,0.038659793814433074,961.5938872267147,-341.24645810149553,620.3474291252192,5,0.0,0.3726827156070625,0.4477216099239731
enhanced_ge_35,enhanced,35.0,,hold_90_greed_70,90,70.0,301,275,26,198,0.72,0.05076278345163513,0.03393425238600223,1395.976544919966,-561.6937520238968,834.2827928960693,5,0.0,0.3446253376400696,0.4476588080242849
core_ge_50,core,50.0,,hold_120_greed_70,120,70.0,216,201,15,146,0.7263681592039801,0.04762838101366788,0.034904013961605695,957.3304583747242,-341.24645810149553,616.0840002732286,5,0.0,0.3726827156070625,0.44765797665752544
enhanced_ge_55,enhanced,55.0,,hold_120_greed_off,120,,94,79,15,47,0.5949367088607594,0.07671618647268144,0.07739557739557745,606.0578731341834,-341.24645810149553,264.8114150326879,3,0.5384615384615384,0.07228730694033024,0.44754637966311156
enhanced_ge_35,enhanced,35.0,,hold_120_greed_70,120,70.0,301,275,26,198,0.72,0.04794669785670818,0.031044214487300215,1318.534191059475,-561.6937520238968,756.8404390355782,5,0.0,0.3446253376400696,0.4468139823458068
recovery_peak_70_change_le_0p0,recovery,70.0,0.0,hold_90_greed_off,90,,38,33,5,24,0.7272727272727273,0.05336871168136561,0.03125,176.1167485485065,-114.92056006645761,61.196188482048896,3,0.5,0.20592792825908987,0.4461727428800461
enhanced_ge_60,enhanced,60.0,,hold_90_greed_off,90,,58,45,13,30,0.6666666666666666,0.05623020610601825,0.025798525798525818,253.0359274770821,-305.56229641715066,-52.52636894006855,3,0.5625,0.06934163988112803,0.4459050639746486
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_120_greed_off,120,,115,110,5,66,0.6,0.07306626216309248,0.06923880091419365,803.7288837940173,-114.92056006645761,688.8083237275597,4,0.3333333333333333,0.15598759144498403,0.4427742046666624
enhanced_ge_35,enhanced,35.0,,hold_60_greed_70,60,70.0,301,276,25,195,0.7065217391304348,0.04892860977279079,0.03260925056156827,1350.429629729026,-535.8081934407904,814.6214362882355,5,0.0,0.32430219822906203,0.4419952766387296
qvix_ge_40,qvix,40.0,,hold_90_greed_80,90,80.0,134,110,24,76,0.6909090909090909,0.08106589331824683,0.05386235133554296,891.7248265007152,-525.0351956573113,366.68963084340385,5,0.0,0.3561098038579174,0.44128552914138613
recovery_peak_55_change_le_m2p5,recovery,55.0,-2.5,hold_120_greed_off,120,,90,86,4,53,0.6162790697674418,0.0833923138248246,0.08490027424582403,717.1738988934915,-88.17011123342347,629.003787660068,4,0.3333333333333333,0.14156900392376465,0.4411650420506005
recovery_peak_50_change_le_0p0,recovery,50.0,0.0,hold_40_greed_70,40,70.0,142,142,0,102,0.7183098591549296,0.0340832286996979,0.032946350276563896,483.98184753571013,0.0,483.98184753571013,5,0.0,0.35664897386812816,0.4408479802779239
core_ge_50,core,50.0,,hold_60_greed_70,60,70.0,216,201,15,143,0.7114427860696517,0.04909010880424153,0.034904013961605695,986.7111869652547,-341.24645810149553,645.4647288637591,5,0.0,0.37441966091867246,0.44049485280260453
recovery_peak_60_change_le_2p5,recovery,60.0,2.5,hold_60_greed_70,60,70.0,100,95,5,68,0.7157894736842105,0.05448458674388937,0.034904013961605695,517.603574066949,-114.92056006645761,402.6830140004914,4,0.0,0.35986040587809875,0.44045128039502424
core_ge_45,core,45.0,,hold_90_greed_70,90,70.0,250,233,17,166,0.7124463519313304,0.04400930422734963,0.03393425238600223,1025.4167884972464,-382.5620794454937,642.8547090517527,5,0.0,0.36973005992935376,0.4398475624395218
core_ge_45,core,45.0,,hold_120_greed_70,120,70.0,250,233,17,166,0.7124463519313304,0.04382632444829425,0.03393425238600223,1021.1533596452559,-382.5620794454937,638.5912801997622,5,0.0,0.36973005992935376,0.4397926685058052
recovery_peak_50_change_le_2p5,recovery,50.0,2.5,hold_40_greed_70,40,70.0,164,164,0,117,0.7134146341463414,0.0327985883232159,0.032946350276563896,537.8968485007408,0.0,537.8968485007408,5,0.0,0.3468657758248784,0.4387976315041452
core_ge_40,core,40.0,,hold_90_greed_70,90,70.0,285,265,20,188,0.7094339622641509,0.044081619088647314,0.03393425238600223,1168.1629058491537,-447.6765873925129,720.4863184566409,5,0.0,0.3675006874661106,0.4385414118613808
recovery_peak_60_change_le_0p0,recovery,60.0,0.0,hold_60_greed_70,60,70.0,90,85,5,62,0.7294117647058823,0.0579598387325839,0.034904013961605695,492.65862922696317,-114.92056006645761,377.7380691605056,4,0.0,0.3618492822254749,0.43814589139467836
core_ge_40,core,40.0,,hold_120_greed_70,120,70.0,285,265,20,188,0.7094339622641509,0.04264767239149819,0.03283898305084754,1130.1633183747022,-447.6765873925129,682.4867309821893,5,0.0,0.3675006874661106,0.43811122785223605
core_ge_35,core,35.0,,hold_90_greed_70,90,70.0,320,296,24,209,0.706081081081081,0.0443133082411854,0.032946350276563896,1311.673923939088,-522.529564256357,789.1443596827309,5,0.0,0.3554517632965158,0.4378983919491749
core_ge_35,core,35.0,,hold_120_greed_70,120,70.0,320,296,24,209,0.706081081081081,0.04180957103486016,0.028815020933647184,1237.5633026318606,-522.529564256357,715.0337383755035,5,0.0,0.3554517632965158,0.43714727078727733
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_90_greed_70,90,70.0,101,96,5,68,0.7083333333333334,0.05142367377984683,0.036781903888019385,493.6672682865296,-114.92056006645761,378.746708220072,4,0.0,0.3608439182435161,0.43672625534113946
qvix_ge_40,qvix,40.0,,hold_120_greed_80,120,80.0,134,110,24,74,0.6727272727272727,0.10343832026732361,0.05561412386494624,1137.8215229405598,-525.0351956573113,612.7863272832485,5,0.0,0.38426271440258825,0.4366541152916264
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_120_greed_70,120,70.0,101,96,5,68,0.7083333333333334,0.05053442839459533,0.036781903888019385,485.13051258811515,-114.92056006645761,370.20995252165756,4,0.0,0.3608439182435161,0.436459481725564
recovery_peak_60_change_le_m2p5,recovery,60.0,-2.5,hold_60_greed_70,60,70.0,79,75,4,56,0.7466666666666667,0.0562756262530489,0.034904013961605695,422.0671968978667,-88.17011123342347,333.89708566444324,4,0.0,0.3621091643068427,0.43624728806470064
qvix_ge_50,qvix,50.0,,hold_60_greed_70,60,70.0,110,87,23,62,0.7126436781609196,0.0666815176277368,0.031044214487300215,580.1292033613101,-499.14963707420486,80.97956628710529,5,0.0,0.34254483130131624,0.4359227078646756
recovery_peak_65_change_le_2p5,recovery,65.0,2.5,hold_90_greed_70,90,70.0,73,68,5,52,0.7647058823529411,0.06077986531668652,0.047712269800340934,413.3030841534684,-114.92056006645761,298.3825240870108,4,0.0,0.40870164794998937,0.4358907689354774
recovery_peak_65_change_le_2p5,recovery,65.0,2.5,hold_120_greed_70,120,70.0,73,68,5,52,0.7647058823529411,0.06059774907857646,0.047712269800340934,412.0646937343199,-114.92056006645761,297.1441336678623,4,0.0,0.40870164794998937,0.4358361340640443
enhanced_ge_50,enhanced,50.0,,hold_90_greed_70,90,70.0,139,120,19,84,0.7,0.051099902756623024,0.03407576605613205,613.1988330794763,-421.7910288094067,191.40780427006962,5,0.0,0.369312928428198,0.43578493655273104
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_90_greed_70,90,70.0,115,110,5,77,0.7,0.0477050230938188,0.034904013961605695,524.7552540320067,-114.92056006645761,409.83469396554915,4,0.0,0.3594193972040517,0.43555795515182144
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_120_greed_70,120,70.0,115,110,5,77,0.7,0.04692895439396294,0.034904013961605695,516.2184983335924,-114.92056006645761,401.2979382671348,4,0.0,0.3594193972040517,0.43532513454186467
enhanced_ge_50,enhanced,50.0,,hold_120_greed_70,120,70.0,139,120,19,84,0.7,0.049079014215611644,0.03260925056156827,588.9481705873397,-421.7910288094067,167.15714177793302,5,0.0,0.369312928428198,0.4351786699904276
core_ge_45,core,45.0,,hold_60_greed_70,60,70.0,250,233,17,163,0.6995708154506438,0.044860923695085535,0.03283898305084754,1045.259522095493,-382.5620794454937,662.6974426499992,5,0.0,0.37101824122589905,0.43356222553577567
core_ge_40,core,40.0,,hold_60_greed_70,60,70.0,285,266,19,185,0.6954887218045113,0.043020196181604194,0.03260925056156827,1144.3372184306716,-421.7910288094067,722.5461896212648,5,0.0,0.34626359905967175,0.4329493318319632
core_ge_35,core,35.0,,hold_60_greed_70,60,70.0,320,297,23,206,0.6936026936026936,0.04252849957890199,0.03119584055459268,1263.0964374933892,-496.6440056732507,766.4524318201385,5,0.0,0.33644735245869317,0.43264410847832196
recovery_peak_55_change_le_m2p5,recovery,55.0,-2.5,hold_90_greed_70,90,70.0,90,86,4,62,0.7209302325581395,0.04911588776916943,0.034904013961605695,422.3966348148571,-88.17011123342347,334.22652358143364,4,0.0,0.3608439182435161,0.4323323691503393
recovery_peak_55_change_le_m2p5,recovery,55.0,-2.5,hold_120_greed_70,120,70.0,90,86,4,62,0.7209302325581395,0.04806014458808465,0.034904013961605695,413.317243457528,-88.17011123342347,325.1471322241045,4,0.0,0.3608439182435161,0.43201564619601385
recovery_peak_65_change_le_m2p5,recovery,65.0,-2.5,hold_90_greed_70,90,70.0,59,55,4,43,0.7818181818181819,0.05955249693798615,0.04766031195840559,327.53873315892383,-88.17011123342347,239.36862192550035,4,0.0,0.4089564406759849,0.4310583247364079
recovery_peak_65_change_le_m2p5,recovery,65.0,-2.5,hold_120_greed_70,120,70.0,59,55,4,43,0.7818181818181819,0.059327335043595546,0.04766031195840559,326.3003427397755,-88.17011123342347,238.130231506352,4,0.0,0.4089564406759849,0.4309907761680908
recovery_peak_55_change_le_2p5,recovery,55.0,2.5,hold_60_greed_70,60,70.0,115,110,5,75,0.6818181818181818,0.04672246830906862,0.03338661771842488,513.9471513997548,-114.92056006645761,399.02659133329723,4,0.0,0.3575668970265784,0.42632047963968517
recovery_peak_55_change_le_0p0,recovery,55.0,0.0,hold_60_greed_70,60,70.0,101,96,5,66,0.6875,0.050231421835590574,0.03393425238600223,482.22164962166954,-114.92056006645761,367.30108955521195,4,0.0,0.3584502339906251,0.4261434078314272
core_ge_65,core,65.0,,hold_90_greed_80,90,80.0,83,71,12,43,0.6056338028169014,0.043036791613572004,0.021044992743106006,305.56122045636124,-278.81184758411655,26.74937287224469,3,0.5384615384615384,0.19958389591425474,0.42460738106553575
enhanced_ge_50,enhanced,50.0,,hold_60_greed_70,60,70.0,139,120,19,81,0.675,0.050714404172334,0.03178767931344084,608.572850068008,-421.7910288094067,186.78182125860133,5,0.0,0.37105007449369104,0.4230303152922049
enhanced_ge_50,enhanced,50.0,,hold_120_greed_off,120,,139,120,19,69,0.575,0.06251458242177282,0.03907410862290128,750.1749890612739,-421.7910288094067,328.38396025186717,5,0.3333333333333333,0.21420377978300514,0.4224514056772247
recovery_peak_65_change_le_0p0,recovery,65.0,0.0,hold_90_greed_70,90,70.0,68,63,5,47,0.746031746031746,0.058866519084597994,0.043307943416757366,370.8590702329674,-114.92056006645761,255.9385101665098,4,0.0,0.4084690248895418,0.42099830675008904
recovery_peak_65_change_le_0p0,recovery,65.0,0.0,hold_120_greed_70,120,70.0,68,63,5,47,0.746031746031746,0.058669949176796674,0.043307943416757366,369.62067981381904,-114.92056006645761,254.70011974736144,4,0.0,0.4084690248895418,0.42093933577774867
recovery_peak_55_change_le_m2p5,recovery,55.0,-2.5,hold_60_greed_70,60,70.0,90,86,4,60,0.6976744186046512,0.04786397875495036,0.03393425238600223,411.6302172925731,-88.17011123342347,323.4601060591496,4,0.0,0.35811477369096917,0.4205472210335332
recovery_peak_65_change_le_2p5,recovery,65.0,2.5,hold_60_greed_70,60,70.0,73,68,5,50,0.7352941176470589,0.05840587655157403,0.04433961071789705,397.15996055070343,-114.92056006645761,282.23940048424583,4,0.0,0.408248290463863,0.4205089585518926
qvix_ge_40,qvix,40.0,,hold_90_greed_off,90,,134,110,24,72,0.6545454545454545,0.07068223215587484,0.040836930789583614,777.5045537146232,-525.0351956573113,252.46935805731187,5,0.0,0.3596250575681895,0.4197073923140346
enhanced_ge_60,enhanced,60.0,,hold_120_greed_off,120,,58,45,13,27,0.6,0.08638806380336529,0.04955752212389375,388.7462871151438,-305.56229641715066,83.18399069799312,3,0.5384615384615384,0.06589810795936964,0.41949072435041385
baseline,baseline,0.0,,hold_90_greed_70,90,70.0,373,347,26,230,0.6628242074927954,0.039775226977435026,0.02494154325798914,1380.2003761169954,-561.6937520238968,818.5066240930986,5,0.0,0.3271846370964284,0.41716990087191397
baseline,baseline,0.0,,hold_120_greed_70,120,70.0,373,347,26,230,0.6628242074927954,0.0375434588546543,0.02255054432348369,1302.7580222565043,-561.6937520238968,741.0642702326076,5,0.0,0.3271846370964284,0.4165003704350797
enhanced_ge_55,enhanced,55.0,,hold_120_greed_70,120,70.0,94,79,15,56,0.7088607594936709,0.051185772095479254,0.038659793814433074,404.3675995542861,-341.24645810149553,63.12114145279054,3,0.0,0.41185585651817974,0.41583764285402486
enhanced_ge_55,enhanced,55.0,,hold_90_greed_70,90,70.0,94,79,15,56,0.7088607594936709,0.05085246540280234,0.038659793814433074,401.73447668213845,-341.24645810149553,60.488018580642915,3,0.0,0.41185585651817974,0.4157376508462218
baseline,baseline,0.0,,hold_60_greed_70,60,70.0,373,348,25,227,0.6522988505747126,0.03821743884328027,0.024417330102688428,1329.9668717461534,-535.8081934407904,794.158678305363,5,0.0,0.301328470157761,0.41350837932771956
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_40_greed_80,40,80.0,130,130,0,86,0.6615384615384615,0.024708253416761475,0.0205428039324681,321.2072944178992,0.0,321.2072944178992,5,0.0,0.32151619658313013,0.4124604110676088
core_ge_60,core,60.0,,hold_40_greed_70,40,70.0,137,137,0,93,0.6788321167883211,0.029350826605841845,0.03488372093023262,402.1063245000333,0.0,402.1063245000333,5,0.0,0.4472667687473369,0.4124399648761261
recovery_peak_65_change_le_m2p5,recovery,65.0,-2.5,hold_60_greed_70,60,70.0,59,55,4,41,0.7454545454545455,0.05717464554183277,0.044331395348837344,314.46055048008026,-88.17011123342347,226.29043924665677,4,0.0,0.408248290463863,0.4122198031527135
core_ge_60,core,60.0,,hold_90_greed_80,90,80.0,137,124,13,81,0.6532258064516129,0.047386936461499884,0.03237757731958768,587.5980121225986,-305.56229641715066,282.0357157054479,4,0.0,0.36006106579572955,0.41202409890059805
recovery_peak_65_change_le_2p5,recovery,65.0,2.5,hold_120_greed_off,120,,73,68,5,46,0.6764705882352942,0.10233029861296122,0.10734166828615233,695.8460305681364,-114.92056006645761,580.9254705016788,4,0.0,0.3178346093617123,0.41150761495259847
core_ge_55,core,55.0,,hold_40_greed_70,40,70.0,175,175,0,118,0.6742857142857143,0.026957129621392108,0.03283898305084754,471.7497683743619,0.0,471.7497683743619,5,0.0,0.4375422097141909,0.41022661925213955
recovery_peak_65_change_le_2p5,recovery,65.0,2.5,hold_90_greed_off,90,,73,68,5,47,0.6911764705882353,0.06791110190223283,0.03392992179498233,461.7954929351833,-114.92056006645761,346.8749328687257,4,0.0,0.30146009333982793,0.40984475839760126
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_40_greed_off,40,,130,130,0,85,0.6538461538461539,0.025287337024476057,0.019751319432868786,328.73538131818873,0.0,328.73538131818873,5,0.0,0.3209750916058538,0.4088312707019514
qvix_ge_60,qvix,60.0,,hold_90_greed_70,90,70.0,85,63,22,45,0.7142857142857143,0.05766665708868625,0.020089285714285587,363.29993965872336,-473.8065446679834,-110.50660500926006,4,0.0,0.3750510169378593,0.40743877291443426
recovery_peak_50_change_le_m2p5,recovery,50.0,-2.5,hold_20_greed_70,20,70.0,130,130,0,85,0.6538461538461539,0.021261359782925874,0.026075827867541257,276.39767717803636,0.0,276.39767717803636,5,0.0,0.32722733059217074,0.40712329841058104
recovery_peak_60_change_le_2p5,recovery,60.0,2.5,hold_40_greed_70,40,70.0,100,100,0,66,0.66,0.024406456259320235,0.025765963901107303,244.06456259320234,0.0,244.06456259320234,5,0.0,0.37943206754300857,0.4069673714743554
qvix_ge_60,qvix,60.0,,hold_120_greed_70,120,70.0,85,63,22,45,0.7142857142857143,0.0526627070861371,0.014803849000740277,331.77505464266375,-473.8065446679834,-142.03149002531967,4,0.0,0.3750510169378593,0.4059375879136695
recovery_peak_50_change_le_2p5,recovery,50.0,2.5,hold_40_greed_80,40,80.0,164,164,0,106,0.6463414634146342,0.024966677349717043,0.021375684768508596,409.4535085353595,0.0,409.4535085353595,5,0.0,0.31515573739724445,0.4054482759204527
recovery_peak_50_change_le_0p0,recovery,50.0,0.0,hold_40_greed_80,40,80.0,142,142,0,92,0.647887323943662,0.024758489986473946,0.0205428039324681,351.57055780793,0.0,351.57055780793,5,0.0,0.32420468695616256,0.40543483401128017
