date,symbol,name,open,high,low,close,volume,amount,pct_change,turnover_rate,source_file
2021-07-23,159766,,0.977,0.978,0.956,0.961,30339352.0,29199789.0,,,sina:159766
2021-07-26,159766,,0.97,0.97,0.914,0.92,16920202.0,15751383.0,,,sina:159766
2021-07-27,159766,,0.93,0.93,0.903,0.91,11296459.0,10303335.0,,,sina:159766
2021-07-28,159766,,0.91,0.91,0.876,0.878,13399624.0,11865715.0,,,sina:159766
2021-07-29,159766,,0.878,0.886,0.87,0.871,9403524.0,8233531.0,,,sina:159766
2021-07-30,159766,,0.868,0.868,0.836,0.838,14205035.0,11980852.0,,,sina:159766
2021-08-02,159766,,0.8,0.846,0.8,0.84,13459927.0,11119917.0,,,sina:159766
2021-08-03,159766,,0.833,0.862,0.833,0.855,8034311.0,6845856.0,,,sina:159766
2021-08-04,159766,,0.857,0.857,0.841,0.848,5630837.0,4765092.0,,,sina:159766
2021-08-05,159766,,0.845,0.864,0.84,0.851,3982907.0,3401209.0,,,sina:159766
2021-08-06,159766,,0.854,0.854,0.838,0.843,2779425.0,2341609.0,,,sina:159766
2021-08-09,159766,,0.843,0.876,0.841,0.873,10318113.0,8961194.0,,,sina:159766
2021-08-10,159766,,0.87,0.882,0.86,0.881,4994810.0,4344783.0,,,sina:159766
2021-08-11,159766,,0.882,0.887,0.877,0.88,4959605.0,4374391.0,,,sina:159766
2021-08-12,159766,,0.881,0.882,0.87,0.871,2769716.0,2425200.0,,,sina:159766
2021-08-13,159766,,0.875,0.879,0.868,0.874,4809920.0,4190985.0,,,sina:159766
2021-08-16,159766,,0.874,0.903,0.874,0.898,12258938.0,10962268.0,,,sina:159766
2021-08-17,159766,,0.889,0.917,0.889,0.9,17444145.0,15809581.0,,,sina:159766
2021-08-18,159766,,0.899,0.915,0.891,0.908,12538209.0,11332459.0,,,sina:159766
2021-08-19,159766,,0.908,0.908,0.886,0.9,9482111.0,8493730.0,,,sina:159766
2021-08-20,159766,,0.888,0.898,0.883,0.892,10344613.0,9198931.0,,,sina:159766
2021-08-23,159766,,0.891,0.909,0.888,0.901,10138204.0,9140945.0,,,sina:159766
2021-08-24,159766,,0.9,0.911,0.898,0.91,10038710.0,9092704.0,,,sina:159766
2021-08-25,159766,,0.919,0.935,0.909,0.928,22301618.0,20704296.0,,,sina:159766
