asof_date,symbol,display_name,category,score,momentum,mom20,mom60,mom120,vol20,amount20,history_days,accel
2026-08-11,159930,能源ETF,周期资源/公用事业,0.7975,0.06443618339529111,0.06443618339529111,-0.0034802784222738303,0.07307932542161155,0.31899187972233617,116698645.4,3131,1.0
2026-08-11,510880,红利ETF,宽基/风格指数,0.7725000000000001,0.054811982154238326,0.054811982154238326,0.028908921355299988,0.05279898218829504,0.20535819740852615,861808516.5124998,4754,1.0
2026-08-11,159992,创新药ETF,医药医疗,0.745,0.05011389521640086,0.05011389521640086,0.17602040816326525,0.10287081339712922,0.4865128046346495,1195093256.6999998,1537,1.0
2026-08-11,162411,华宝油气LOF,商品/贵金属/能源,0.56,0.031319910514541416,0.031319910514541416,-0.009667024704618665,0.1700507614213198,0.4201751273815431,129562495.80000001,3294,1.0
2026-08-11,159887,银行ETF,金融/地产,0.53,0.029088050314465264,0.029088050314465264,0.04219745222929938,0.016304347826086918,0.207602003081257,105570017.05,1269,1.0
2026-08-11,560080,中药ETF,医药医疗,0.4375,0.01724137931034475,0.01724137931034475,0.04370447450572312,-0.06784386617100391,0.25515509338063946,89569414.275,928,1.0
2026-08-11,511260,十年国债ETF,债券/防守资产,0.3875,0.004722261347883228,0.004722261347883228,0.009707435910807805,0.017912801832588476,0.005546648697053906,2372938324.0125,2174,1.0
2026-08-11,511010,国债ETF,债券/防守资产,0.27,0.0019318456228070158,0.0019318456228070158,0.005402246422258727,0.012808178855017616,0.004354416357034819,838542656.65,3252,1.0
