data_date,execution_date,model_action,model_symbol,model_name,cash_action,cash_symbol,cash_name,market_fear,candidate_count
2026-08-11,2026-08-12,继续持有,159930,能源ETF,下一交易日收盘买入,159813,半导体ETF鹏华,58.03099017384732,13
