generated_at,data_sync,data_date,expected_execution_date,action,symbol,name,execution_price,positions,ranking,fear_score,greed_score,entry_threshold,greed_exit,max_hold_days,technical_buy_count,allowed_buy_count,technical_sell_count,buy_rule_id,sell_rule_id,reason,note
2026-08-10 15:38:17,"{'updated_symbols': 30, 'appended_rows': 235, 'latest_date': '2026-08-10'}",2026-08-10,2026-08-11,WAIT,,,下一交易日收盘价,1,0.5*市场恐惧分 + 0.5*ETF自身恐惧分,48.488284202569915,51.511715797430085,45.0,70.0,90,0,0,4,M|VOL|180|5 + W|DIF|120|5,M|KDJ_J|180|5,恐惧过滤已通过，但今日没有技术买点。,卖出只对真实持仓检查：技术卖点、持有满7日后的贪婪70退出、或90日上限，均在下一交易日收盘执行。
