signal_date,line,symbol,name,rank_score,score_detail,entry_date,exit_date,completed,ret,year,entry_close_calc,variant,exit_reason
2021-02-24,C,512660,军工ETF,0.4,hit=2/5;selected_score=0.6127133230906227,2021-02-25,2021-04-23,True,-0.1376146788990826,2021,1.199,baseline,original
2021-02-25,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-02-26,2021-04-26,True,-0.0557411273486431,2021,4.79,baseline,original
2021-02-26,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-03-01,2021-04-27,True,-0.0813717532467531,2021,4.928,baseline,original
2021-03-01,C,159902,中小板ETF,1.0,hit=5/5;selected_score=0.5241558570254087,2021-03-02,2021-04-28,True,-0.0720684039087947,2021,4.912,baseline,original
2021-03-02,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-03-03,2021-04-29,True,-0.0751864543438822,2021,4.961,baseline,original
2021-03-03,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-03-04,2021-04-30,True,-0.0435419719489219,2021,4.777,baseline,original
2021-03-04,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-03-05,2021-05-06,True,-0.0593521421107627,2021,4.785,baseline,original
2021-03-05,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-03-08,2021-05-07,True,-0.0369967355821545,2021,4.595,baseline,original
2021-03-08,C,512660,军工ETF,0.8,hit=4/5;selected_score=0.6127133230906227,2021-03-09,2021-05-10,True,-0.0316831683168317,2021,1.01,baseline,original
2021-03-09,C,512950,央企改革ETF,1.0,hit=5/5;selected_score=0.6127133230906227,2021-03-10,2021-05-11,True,0.0168439716312058,2021,1.128,baseline,original
2021-03-10,C,512950,央企改革ETF,1.0,hit=5/5;selected_score=0.6127133230906227,2021-03-11,2021-05-12,True,-0.0008710801393727,2021,1.148,baseline,original
2021-03-11,C,512950,央企改革ETF,1.0,hit=5/5;selected_score=0.6127133230906227,2021-03-12,2021-05-13,True,-0.0249140893470789,2021,1.164,baseline,original
2021-03-12,C,512660,军工ETF,1.0,hit=5/5;selected_score=0.6127133230906227,2021-03-15,2021-05-14,True,0.0278330019880717,2021,1.006,baseline,original
2021-03-15,C,512660,军工ETF,1.0,hit=5/5;selected_score=0.6127133230906227,2021-03-16,2021-05-17,True,0.0347912524850893,2021,1.006,baseline,original
2021-03-16,C,512660,军工ETF,1.0,hit=5/5;selected_score=0.6127133230906227,2021-03-17,2021-05-18,True,0.0391006842619745,2021,1.023,baseline,original
2021-03-17,C,512660,军工ETF,0.8,hit=4/5;selected_score=0.6127133230906227,2021-03-18,2021-05-19,True,0.0269749518304431,2021,1.038,baseline,original
2021-03-18,C,512660,军工ETF,0.6,hit=3/5;selected_score=0.6127133230906227,2021-03-19,2021-05-20,True,0.026923076923077,2021,1.04,baseline,original
2021-03-19,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-03-22,2021-05-21,True,0.031447963800905,2021,4.42,baseline,original
2021-03-22,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-03-23,2021-05-24,True,0.0548039440495298,2021,4.361,baseline,original
2021-03-23,C,512400,有色金属ETF,1.0,hit=4/4;selected_score=0.9106525611216468,2021-03-24,2021-05-25,True,0.1619144602851323,2021,0.982,baseline,original
2021-03-24,C,512400,有色金属ETF,1.0,hit=4/4;selected_score=0.9106525611216468,2021-03-25,2021-05-26,True,0.1634712411705348,2021,0.991,baseline,original
2021-03-25,C,512400,有色金属ETF,1.0,hit=4/4;selected_score=0.9106525611216468,2021-03-26,2021-05-27,True,0.1240234375,2021,1.024,baseline,original
2021-03-26,C,512400,有色金属ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-03-29,2021-05-28,True,0.1439764936336924,2021,1.021,baseline,original
2021-03-29,C,159902,中小板ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-03-30,2021-05-31,True,0.0694162722560287,2021,4.437,baseline,original
2021-03-30,C,159902,中小板ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-03-31,2021-06-01,True,0.0895624430264356,2021,4.388,baseline,original
2021-03-31,C,159902,中小板ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-04-01,2021-06-02,True,0.0592858746912192,2021,4.453,baseline,original
2021-04-01,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-02,2021-06-03,True,0.0543893129770991,2021,1.048,baseline,original
2021-04-02,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-06,2021-06-04,True,0.0621414913957933,2021,1.046,baseline,original
2021-04-06,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-07,2021-06-07,True,0.0738255033557049,2021,1.043,baseline,original
2021-04-07,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-08,2021-06-08,True,0.0706106870229008,2021,1.048,baseline,original
2021-04-08,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-09,2021-06-09,True,0.0704633204633204,2021,1.036,baseline,original
2021-04-09,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-12,2021-06-10,True,0.0965517241379312,2021,1.015,baseline,original
2021-04-12,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-04-13,2021-06-11,True,0.0970079476390837,2021,4.278,baseline,original
2021-04-13,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-04-14,2021-06-15,True,0.0786802030456852,2021,4.334,baseline,original
2021-04-14,C,159902,中小板ETF,0.8,hit=4/5;selected_score=0.5241558570254087,2021-04-15,2021-06-16,True,0.0527289546716003,2021,4.324,baseline,original
2021-04-15,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-04-16,2021-06-17,True,0.0660660660660661,2021,4.329,baseline,original
2021-04-16,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-04-19,2021-06-18,True,0.0368970882418315,2021,4.499,baseline,original
2021-04-19,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-20,2021-06-21,True,0.043310875842156,2021,1.039,baseline,original
2021-04-20,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-21,2021-06-22,True,0.0414657666345228,2021,1.037,baseline,original
2021-04-21,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-22,2021-06-23,True,0.0432692307692306,2021,1.04,baseline,original
2021-04-22,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-23,2021-06-24,True,0.0491329479768785,2021,1.038,baseline,original
2021-04-23,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-26,2021-06-25,True,0.1009803921568628,2021,1.02,baseline,original
2021-04-26,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-27,2021-06-28,True,0.096646942800789,2021,1.014,baseline,original
2021-04-27,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-28,2021-06-29,True,0.0786627335299903,2021,1.017,baseline,original
2021-04-28,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-29,2021-06-30,True,0.0642994241842609,2021,1.042,baseline,original
2021-04-29,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-04-30,2021-07-01,True,0.0446168768186228,2021,1.031,baseline,original
2021-04-30,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-06,2021-07-02,True,0.0234833659491193,2021,1.022,baseline,original
2021-05-06,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-07,2021-07-05,True,0.0407149950347569,2021,1.007,baseline,original
2021-05-07,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-10,2021-07-06,True,0.0561122244488978,2021,0.998,baseline,original
2021-05-10,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-05-11,2021-07-07,True,0.1090661213360602,2021,4.401,baseline,original
2021-05-11,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-12,2021-07-08,True,0.0445544554455445,2021,1.01,baseline,original
2021-05-12,C,512950,央企改革ETF,0.6,hit=3/5;selected_score=0.6127133230906227,2021-05-13,2021-07-09,True,0.0555066079295154,2021,1.135,baseline,original
2021-05-13,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-14,2021-07-12,True,0.001850138760407,2021,1.081,baseline,original
2021-05-14,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-17,2021-07-13,True,0.0103189493433395,2021,1.066,baseline,original
2021-05-17,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-18,2021-07-14,True,-0.0009389671361501,2021,1.065,baseline,original
2021-05-18,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-19,2021-07-15,True,0.0150375939849625,2021,1.064,baseline,original
2021-05-19,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-20,2021-07-16,True,0.0009267840593143,2021,1.079,baseline,original
2021-05-20,C,515210,钢铁ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-05-21,2021-07-19,True,0.076972010178117,2021,1.572,baseline,original
2021-05-21,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-05-24,2021-07-20,True,0.0651872399445214,2021,0.721,baseline,original
2021-05-24,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-05-25,2021-07-21,True,0.0493150684931507,2021,0.73,baseline,original
2021-05-25,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-26,2021-07-22,True,-0.0160142348754448,2021,1.124,baseline,original
2021-05-26,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-27,2021-07-23,True,-0.0124444444444444,2021,1.125,baseline,original
2021-05-27,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-28,2021-07-26,True,-0.0542907180385288,2021,1.142,baseline,original
2021-05-28,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-05-31,2021-07-27,True,-0.083041958041958,2021,1.144,baseline,original
2021-05-31,C,512880,证券ETF,0.5,hit=2/4;selected_score=2.3524022655757726,2021-06-01,2021-07-28,True,-0.0814880425155005,2021,1.129,baseline,original
2021-06-01,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-02,2021-07-29,True,0.1438802083333332,2021,1.536,baseline,original
2021-06-02,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-03,2021-07-30,True,0.1516108654453569,2021,1.583,baseline,original
2021-06-03,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-04,2021-08-02,True,0.1151866151866152,2021,1.554,baseline,original
2021-06-04,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-07,2021-08-03,True,0.0873533246414601,2021,1.534,baseline,original
2021-06-07,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-08,2021-08-04,True,0.130039011703511,2021,1.538,baseline,original
2021-06-08,C,512400,有色金属ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-06-09,2021-08-05,True,0.2182608695652175,2021,1.15,baseline,original
2021-06-09,C,512400,有色金属ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-06-10,2021-08-06,True,0.2510785159620361,2021,1.159,baseline,original
2021-06-10,C,512400,有色金属ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-06-11,2021-08-09,True,0.2218400687876183,2021,1.163,baseline,original
2021-06-11,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-15,2021-08-10,True,0.1454311454311454,2021,1.554,baseline,original
2021-06-15,C,512400,有色金属ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-06-16,2021-08-11,True,0.3398692810457517,2021,1.071,baseline,original
2021-06-16,C,512400,有色金属ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-06-17,2021-08-12,True,0.3633828996282529,2021,1.076,baseline,original
2021-06-17,C,515210,钢铁ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-06-18,2021-08-13,True,0.2465116279069767,2021,1.505,baseline,original
2021-06-18,C,515210,钢铁ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-06-21,2021-08-16,True,0.2054439403758912,2021,1.543,baseline,original
2021-06-21,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-06-22,2021-08-17,True,0.0454545454545454,2021,0.77,baseline,original
2021-06-22,C,159930,能源ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-06-23,2021-08-18,True,0.0241730279898217,2021,0.786,baseline,original
2021-06-23,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-24,2021-08-19,True,0.1864077669902912,2021,1.545,baseline,original
2021-06-24,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-25,2021-08-20,True,0.1730890713834492,2021,1.583,baseline,original
2021-06-25,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-28,2021-08-23,True,0.1951530612244898,2021,1.568,baseline,original
2021-06-28,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-29,2021-08-24,True,0.2462734931950745,2021,1.543,baseline,original
2021-06-29,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-06-30,2021-08-25,True,0.2564599483204135,2021,1.548,baseline,original
2021-06-30,C,515210,钢铁ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-07-01,2021-08-26,True,0.2979961215255333,2021,1.547,baseline,original
2021-07-01,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-07-02,2021-08-27,True,0.1291172595520422,2021,0.759,baseline,original
2021-07-02,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-07-05,2021-08-30,True,0.1588541666666667,2021,0.768,baseline,original
2021-07-05,C,159930,能源ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-07-06,2021-08-31,True,0.2010309278350515,2021,0.776,baseline,original
2021-07-06,C,512660,军工ETF,0.4,hit=2/5;selected_score=0.6127133230906227,2021-07-07,2021-09-01,True,0.2186088527551941,2021,1.107,baseline,original
2021-07-07,C,510880,红利ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-07-08,2021-09-02,True,0.1394933999286478,2021,2.803,baseline,original
2021-07-08,C,159930,能源ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-07-09,2021-08-31,True,0.2393617021276597,2021,0.752,baseline,original
2021-07-09,C,159930,能源ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-07-12,2021-08-31,True,0.2493297587131369,2021,0.746,baseline,original
2021-07-12,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-07-13,2021-08-31,True,0.2247043363994745,2021,0.761,baseline,original
2021-07-13,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-14,2021-09-08,True,0.1682330827067668,2021,1.064,baseline,original
2021-07-14,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-15,2021-09-09,True,0.1416666666666666,2021,1.08,baseline,original
2021-07-15,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-16,2021-09-10,True,0.1564814814814814,2021,1.08,baseline,original
2021-07-16,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-19,2021-09-13,True,0.1644981412639403,2021,1.076,baseline,original
2021-07-19,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-20,2021-09-14,True,0.1344537815126052,2021,1.071,baseline,original
2021-07-20,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-21,2021-09-15,True,0.1130514705882352,2021,1.088,baseline,original
2021-07-21,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-22,2021-09-16,True,0.0723327305605785,2021,1.106,baseline,original
2021-07-22,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-23,2021-09-17,True,0.0801080108010801,2021,1.111,baseline,original
2021-07-23,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-26,2021-09-22,True,0.1027777777777778,2021,1.08,baseline,original
2021-07-26,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-07-27,2021-09-23,True,0.1496663489037177,2021,1.049,baseline,original
2021-07-27,C,510880,红利ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-07-28,2021-09-24,True,0.1525300327630141,2021,2.747,baseline,original
2021-07-28,C,515210,钢铁ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-07-29,2021-09-01,True,0.2140011383039273,2021,1.757,baseline,original
2021-07-29,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-07-30,2021-08-31,True,0.2072538860103627,2021,0.772,baseline,original
2021-07-30,C,510880,红利ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-08-02,2021-09-29,True,0.1073100468131076,2021,2.777,baseline,original
2021-08-02,C,516970,基建ETF,0.4,hit=2/5;selected_score=0.6127133230906227,2021-08-03,2021-09-30,True,0.1314553990610329,2021,1.065,baseline,original
2021-08-03,C,159930,能源ETF,1.0,hit=4/4;selected_score=0.9106525611216468,2021-08-04,2021-08-31,True,0.2198952879581153,2021,0.764,baseline,original
2021-08-04,C,510880,红利ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-08-05,2021-10-11,True,0.1356363636363637,2021,2.75,baseline,original
2021-08-05,C,510880,红利ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-08-06,2021-10-12,True,0.1166244114451287,2021,2.761,baseline,original
2021-08-06,C,510880,红利ETF,0.4,hit=2/5;selected_score=0.5241558570254087,2021-08-09,2021-10-13,True,0.0863977151017494,2021,2.801,baseline,original
2021-08-09,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-10,2021-10-14,True,0.0291970802919705,2021,1.096,baseline,original
2021-08-10,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-11,2021-10-15,True,0.0395948434622466,2021,1.086,baseline,original
2021-08-11,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-12,2021-10-18,True,0.0472659870250231,2021,1.079,baseline,original
2021-08-12,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-13,2021-10-19,True,0.0528266913809081,2021,1.079,baseline,original
2021-08-13,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-16,2021-10-20,True,0.039485766758494,2021,1.089,baseline,original
2021-08-16,C,159902,中小板ETF,0.6,hit=3/5;selected_score=0.5241558570254087,2021-08-17,2021-10-21,True,0.0305062743401125,2021,4.622,baseline,original
2021-08-17,C,512400,有色金属ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-08-18,2021-10-22,True,-0.0021201413427562,2021,1.415,baseline,original
2021-08-18,C,512400,有色金属ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-08-19,2021-10-25,True,0.0077247191011236,2021,1.424,baseline,original
2021-08-19,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-08-20,2021-08-31,True,0.1918158567774937,2021,0.782,baseline,original
2021-08-20,C,159930,能源ETF,0.75,hit=3/4;selected_score=0.9106525611216468,2021-08-23,2021-08-31,True,0.1563275434243176,2021,0.806,baseline,original
2021-08-23,C,159930,能源ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-08-24,2021-08-31,True,0.143558282208589,2021,0.815,baseline,original
2021-08-24,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-25,2021-10-29,True,-0.0288713910761153,2021,1.143,baseline,original
2021-08-25,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-26,2021-11-01,True,-0.0132860938883967,2021,1.129,baseline,original
2021-08-26,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-27,2021-11-02,True,-0.0302222222222222,2021,1.125,baseline,original
2021-08-27,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-30,2021-11-03,True,-0.009049773755656,2021,1.105,baseline,original
2021-08-30,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-08-31,2021-11-04,True,-0.030088495575221,2021,1.13,baseline,original
2021-08-31,C,512880,证券ETF,0.25,hit=1/4;selected_score=2.3524022655757726,2021-09-01,2021-11-05,True,-0.0658119658119658,2021,1.17,baseline,original
2021-09-01,C,512880,证券ETF,0.0,hit=0/4;selected_score=2.3524022655757726,2021-09-02,2021-11-08,True,-0.0730478589420654,2021,1.191,baseline,original
2021-09-02,C,159902,中小板ETF,0.2,hit=1/5;selected_score=0.5241558570254087,2021-09-03,2021-11-09,True,0.0571366968520914,2021,4.638,baseline,original
2021-09-03,C,512400,有色金属ETF,0.5,hit=2/4;selected_score=0.9106525611216468,2021-09-06,2021-11-10,True,-0.1169250645994832,2021,1.548,baseline,original
2021-09-06,C,512400,有色金属ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-09-07,2021-11-11,True,-0.1296647691334599,2021,1.581,baseline,original
2021-09-07,C,512400,有色金属ETF,0.25,hit=1/4;selected_score=0.9106525611216468,2021-09-08,2021-11-12,True,-0.1290322580645161,2021,1.581,baseline,original
2021-09-08,C,512660,军工ETF,0.4,hit=2/5;selected_score=0.6127133230906227,2021-09-09,2021-11-15,True,0.0639880952380951,2021,1.344,baseline,original
2021-09-09,C,159902,中小板ETF,0.2,hit=1/5;selected_score=0.5241558570254087,2021-09-10,2021-11-16,True,0.0143153526970953,2021,4.82,baseline,original
