line,variant,signal_retention,raw_signals,trades,final,total_return,cagr,win_rate,avg_trade,max_drawdown,realized_pnl,open_batches
C,tpNone_slNone_tr0.1_ts0.15,1.0,1356,34,14941.97289850067,0.49419728985006706,0.07508424721310702,0.5588235294117647,0.017105481797317013,-0.4389164684386767,,
S,baseline,1.0,869,79,13817.623664828881,0.3817623664828882,0.05951435505819336,0.4936708860759494,0.00669994451911646,-0.33510457460055887,,
S,tp0.1_sl-0.08_trNone_ts0.1,1.0,869,87,7352.2484962051285,-0.2647751503794872,-0.0535812875917121,0.4827586206896552,-0.0008661291444747763,-0.5657293696660728,,
S,tp0.1_sl-0.08_tr0.06_ts0.1,1.0,869,87,7352.2484962051285,-0.2647751503794872,-0.0535812875917121,0.4827586206896552,-0.0008661291444747763,-0.5657293696660728,,
S,tp0.1_sl-0.08_tr0.1_ts0.15,1.0,869,87,7352.2484962051285,-0.2647751503794872,-0.0535812875917121,0.4827586206896552,-0.0008661291444747763,-0.5657293696660728,,
S,tp0.1_sl-0.12_trNone_ts0.1,1.0,869,85,11035.267965690806,0.10352679656908048,0.017794321732441887,0.5176470588235295,0.004624527308922841,-0.5218741657618442,,
S,tp0.1_sl-0.12_tr0.06_ts0.1,1.0,869,85,11035.267965690806,0.10352679656908048,0.017794321732441887,0.5176470588235295,0.004624527308922841,-0.5218741657618442,,
S,tp0.1_sl-0.12_tr0.1_ts0.15,1.0,869,85,11035.267965690806,0.10352679656908048,0.017794321732441887,0.5176470588235295,0.004624527308922841,-0.5218741657618442,,
S,tp0.1_slNone_trNone_ts0.1,1.0,869,82,10154.872053945026,0.015487205394502546,0.002752726764883473,0.43902439024390244,0.004866497515521683,-0.4707488510823571,,
S,tp0.1_slNone_tr0.06_ts0.1,1.0,869,82,10154.872053945026,0.015487205394502546,0.002752726764883473,0.43902439024390244,0.004866497515521683,-0.4707488510823571,,
S,tp0.1_slNone_tr0.1_ts0.15,1.0,869,82,10154.872053945026,0.015487205394502546,0.002752726764883473,0.43902439024390244,0.004866497515521683,-0.4707488510823571,,
S,tp0.15_sl-0.08_trNone_ts0.1,1.0,869,83,8418.207023437937,-0.1581792976562063,-0.030358913340261973,0.4819277108433735,0.00133669665153797,-0.5409616980212018,,
S,tp0.15_sl-0.08_tr0.06_ts0.1,1.0,869,83,8418.207023437937,-0.1581792976562063,-0.030358913340261973,0.4819277108433735,0.00133669665153797,-0.5409616980212018,,
S,tp0.15_sl-0.08_tr0.1_ts0.15,1.0,869,83,8418.207023437937,-0.1581792976562063,-0.030358913340261973,0.4819277108433735,0.00133669665153797,-0.5409616980212018,,
S,tp0.15_sl-0.12_trNone_ts0.1,1.0,869,82,9620.994069747352,-0.03790059302526483,-0.006880499515906968,0.524390243902439,0.0028625273086847394,-0.5349032013823041,,
S,tp0.15_sl-0.12_tr0.06_ts0.1,1.0,869,83,10665.003224511329,0.06650032245113291,0.01157119480432467,0.5060240963855421,0.006139416094316313,-0.5349032013823041,,
S,tp0.15_sl-0.12_tr0.1_ts0.15,1.0,869,82,9620.994069747352,-0.03790059302526483,-0.006880499515906968,0.524390243902439,0.0028625273086847394,-0.5349032013823041,,
S,tp0.15_slNone_trNone_ts0.1,1.0,869,80,12822.908641145086,0.28229086411450854,0.04547925455234503,0.425,0.008907071617094808,-0.46659240605076124,,
S,tp0.15_slNone_tr0.06_ts0.1,1.0,869,80,12822.908641145086,0.28229086411450854,0.04547925455234503,0.425,0.008907071617094808,-0.46659240605076124,,
S,tp0.15_slNone_tr0.1_ts0.15,1.0,869,80,12822.908641145086,0.28229086411450854,0.04547925455234503,0.425,0.008907071617094808,-0.46659240605076124,,
S,tp0.2_sl-0.08_trNone_ts0.1,1.0,869,83,11578.254311362642,0.15782543113626413,0.02662468317842337,0.4939759036144578,0.006188630714503159,-0.5640887415691209,,
S,tp0.2_sl-0.08_tr0.06_ts0.1,1.0,869,83,8637.058481563452,-0.1362941518436548,-0.02589296105427974,0.4939759036144578,0.0024555365311260476,-0.5640887415691209,,
S,tp0.2_sl-0.08_tr0.1_ts0.15,1.0,869,83,12106.3697713463,0.21063697713463014,0.034868210837571745,0.5060240963855421,0.004722468346965392,-0.5640887415691209,,
S,tp0.2_sl-0.12_trNone_ts0.1,1.0,869,81,11321.685240740046,0.13216852407400448,0.022429971261148873,0.49382716049382713,0.0065002604339463085,-0.525565557453483,,
S,tp0.2_sl-0.12_tr0.06_ts0.1,1.0,869,81,19622.815669032414,0.9622815669032414,0.12861542653773772,0.5308641975308642,0.013422241186243269,-0.525565557453483,,
S,tp0.2_sl-0.12_tr0.1_ts0.15,1.0,869,81,17178.152306916956,0.7178152306916956,0.1019294890574769,0.5185185185185185,0.011988525280497946,-0.525565557453483,,
S,tp0.2_slNone_trNone_ts0.1,1.0,869,79,14763.719528486303,0.4763719528486303,0.07246436729045969,0.4810126582278481,0.008318253103942323,-0.32369449309456655,,
S,tp0.2_slNone_tr0.06_ts0.1,1.0,869,79,14763.719528486303,0.4763719528486303,0.07246436729045969,0.4810126582278481,0.008318253103942323,-0.32369449309456655,,
S,tp0.2_slNone_tr0.1_ts0.15,1.0,869,79,14763.719528486303,0.4763719528486303,0.07246436729045969,0.4810126582278481,0.008318253103942323,-0.32369449309456655,,
S,tpNone_sl-0.08_trNone_ts0.1,1.0,869,83,11578.254311362642,0.15782543113626413,0.02662468317842337,0.4939759036144578,0.006188630714503159,-0.5640887415691209,,
S,tpNone_sl-0.08_tr0.06_ts0.1,1.0,869,83,8637.058481563452,-0.1362941518436548,-0.02589296105427974,0.4939759036144578,0.0024555365311260476,-0.5640887415691209,,
S,tpNone_sl-0.08_tr0.1_ts0.15,1.0,869,82,12902.663504183183,0.2902663504183183,0.04675652117358364,0.524390243902439,0.005326559495141221,-0.5640887415691209,,
S,tpNone_sl-0.12_trNone_ts0.1,1.0,869,81,11321.685240740046,0.13216852407400448,0.022429971261148873,0.49382716049382713,0.0065002604339463085,-0.525565557453483,,
S,tpNone_sl-0.12_tr0.06_ts0.1,1.0,869,81,19622.815669032414,0.9622815669032414,0.12861542653773772,0.5308641975308642,0.013422241186243269,-0.525565557453483,,
S,tpNone_sl-0.12_tr0.1_ts0.15,1.0,869,81,17178.152306916956,0.7178152306916956,0.1019294890574769,0.5185185185185185,0.011988525280497946,-0.525565557453483,,
S,tpNone_slNone_tr0.06_ts0.1,1.0,869,79,19961.792114079126,0.9961792114079127,0.1320901741884879,0.4936708860759494,0.013005503801075105,-0.41296767804739676,,
S,tpNone_slNone_tr0.1_ts0.15,1.0,869,79,17367.536315932844,0.7367536315932846,0.10404540195536183,0.4936708860759494,0.01119522112820559,-0.41296767804739676,,
D,baseline,1.0,1355,40,13698.911148952628,0.36989111489526283,0.058056538786254386,0.5,0.010545034998099796,-0.2838620103592915,,
D,tp0.1_sl-0.08_trNone_ts0.1,1.0,1355,61,13337.954133955573,0.3337954133955572,0.05281644550488673,0.5409836065573771,0.008092635959834745,-0.3796973266348652,,
D,tp0.1_sl-0.08_tr0.06_ts0.1,1.0,1355,61,13337.954133955573,0.3337954133955572,0.05281644550488673,0.5409836065573771,0.008092635959834745,-0.3796973266348652,,
D,tp0.1_sl-0.08_tr0.1_ts0.15,1.0,1355,61,13337.954133955573,0.3337954133955572,0.05281644550488673,0.5409836065573771,0.008092635959834745,-0.3796973266348652,,
D,tp0.1_sl-0.12_trNone_ts0.1,1.0,1355,56,14549.351050761563,0.4549351050761563,0.06933400815809332,0.5892857142857143,0.01097165061856344,-0.3874128713227205,,
D,tp0.1_sl-0.12_tr0.06_ts0.1,1.0,1355,56,14549.351050761563,0.4549351050761563,0.06933400815809332,0.5892857142857143,0.01097165061856344,-0.3874128713227205,,
D,tp0.1_sl-0.12_tr0.1_ts0.15,1.0,1355,56,14549.351050761563,0.4549351050761563,0.06933400815809332,0.5892857142857143,0.01097165061856344,-0.3874128713227205,,
D,tp0.1_slNone_trNone_ts0.1,1.0,1355,45,22591.152773381018,1.2591152773381018,0.15685128146719585,0.6222222222222222,0.020761424112343593,-0.19411141007907773,,
D,tp0.1_slNone_tr0.06_ts0.1,1.0,1355,45,22591.152773381018,1.2591152773381018,0.15685128146719585,0.6222222222222222,0.020761424112343593,-0.19411141007907773,,
D,tp0.1_slNone_tr0.1_ts0.15,1.0,1355,45,22591.152773381018,1.2591152773381018,0.15685128146719585,0.6222222222222222,0.020761424112343593,-0.19411141007907773,,
D,tp0.15_sl-0.08_trNone_ts0.1,1.0,1355,60,7463.10261711732,-0.253689738288268,-0.05094475222031525,0.4666666666666667,-0.0006668876072654248,-0.5532388572258122,,
D,tp0.15_sl-0.08_tr0.06_ts0.1,1.0,1355,61,6967.572564772553,-0.3032427435227447,-0.06252510420149782,0.4918032786885246,-0.0022620043691283687,-0.5373234666614544,,
D,tp0.15_sl-0.08_tr0.1_ts0.15,1.0,1355,60,7463.10261711732,-0.253689738288268,-0.05094475222031525,0.4666666666666667,-0.0006668876072654248,-0.5532388572258122,,
D,tp0.15_sl-0.12_trNone_ts0.1,1.0,1355,53,7340.961339371396,-0.26590386606286043,-0.05373911018574151,0.5283018867924528,-0.0006139484908907855,-0.5645414876984808,,
D,tp0.15_sl-0.12_tr0.06_ts0.1,1.0,1355,56,11149.530655786819,0.1149530655786819,0.01963434573953915,0.5714285714285714,0.007034164215313317,-0.4242020979350135,,
D,tp0.15_sl-0.12_tr0.1_ts0.15,1.0,1355,53,7340.961339371396,-0.26590386606286043,-0.05373911018574151,0.5283018867924528,-0.0006139484908907855,-0.5645414876984808,,
D,tp0.15_slNone_trNone_ts0.1,1.0,1355,42,18501.581118113554,0.8501581118113555,0.11621678047108364,0.5952380952380952,0.01772647936186854,-0.19411141007907784,,
D,tp0.15_slNone_tr0.06_ts0.1,1.0,1355,43,16123.662420605742,0.6123662420605742,0.08911179998383645,0.5813953488372093,0.013824594978525442,-0.19411141007907773,,
D,tp0.15_slNone_tr0.1_ts0.15,1.0,1355,42,18501.581118113554,0.8501581118113555,0.11621678047108364,0.5952380952380952,0.01772647936186854,-0.19411141007907784,,
D,tp0.2_sl-0.08_trNone_ts0.1,1.0,1355,57,7908.714085184916,-0.20912859148150842,-0.04121636115346439,0.47368421052631576,0.0005202456578781,-0.45491181730742647,,
D,tp0.2_sl-0.08_tr0.06_ts0.1,1.0,1355,60,6527.7949066265055,-0.3472205093373495,-0.07366115835806197,0.4666666666666667,-0.002896140711410658,-0.5009231961760173,,
D,tp0.2_sl-0.08_tr0.1_ts0.15,1.0,1355,57,7908.714085184916,-0.20912859148150842,-0.04121636115346439,0.47368421052631576,0.0005202456578781,-0.45491181730742647,,
D,tp0.2_sl-0.12_trNone_ts0.1,1.0,1355,49,7617.636857582928,-0.23823631424170721,-0.04764461195717773,0.4897959183673469,-0.00021705189500806184,-0.47899001834392774,,
D,tp0.2_sl-0.12_tr0.06_ts0.1,1.0,1355,52,7188.835237706536,-0.28111647622934643,-0.0574918122811241,0.5384615384615384,-0.0015820299827714944,-0.4495963512282408,,
D,tp0.2_sl-0.12_tr0.1_ts0.15,1.0,1355,50,7620.313210573715,-0.23796867894262852,-0.04758459526919123,0.5,-0.00012233618808154544,-0.47899001834392774,,
D,tp0.2_slNone_trNone_ts0.1,1.0,1355,40,15014.03278313351,0.5014032783133511,0.0755914821304966,0.525,0.013219213578660937,-0.2838620103592914,,
D,tp0.2_slNone_tr0.06_ts0.1,1.0,1355,42,16113.095542559664,0.6113095542559663,0.08930327331538579,0.5714285714285714,0.014123650342903945,-0.17507738953975327,,
D,tp0.2_slNone_tr0.1_ts0.15,1.0,1355,40,18413.1135258967,0.84131135258967,0.11567931691413169,0.575,0.01844317207298591,-0.16820303445258467,,
D,tpNone_sl-0.08_trNone_ts0.1,1.0,1355,55,8502.422461040213,-0.14975775389597878,-0.02868466028359251,0.43636363636363634,0.0021169223696822777,-0.4232118367422587,,
D,tpNone_sl-0.08_tr0.06_ts0.1,1.0,1355,58,5469.8316901669305,-0.4530168309833069,-0.10258440969255866,0.46551724137931033,-0.006535072796763976,-0.5812095811232199,,
D,tpNone_sl-0.08_tr0.1_ts0.15,1.0,1355,56,9086.772744010934,-0.09132272559890664,-0.017033163466866674,0.48214285714285715,0.002735519258137182,-0.42181485283080644,,
