date,symbol,name,open,high,low,close,volume,amount,pct_change,turnover_rate,source_file
2022-02-16,159768,,0.974,0.992,0.967,0.982,111163277.0,108922578.0,,,sina:159768
2022-02-17,159768,,0.983,0.983,0.962,0.966,21417777.0,20750876.0,,,sina:159768
2022-02-18,159768,,0.966,1.007,0.966,1.006,59758362.0,59423538.0,,,sina:159768
2022-02-21,159768,,1.003,1.017,0.992,1.016,35763192.0,35950971.0,,,sina:159768
2022-02-22,159768,,1.014,1.023,1.001,1.008,27808869.0,28106779.0,,,sina:159768
2022-02-23,159768,,1.005,1.008,0.985,0.992,16697439.0,16543846.0,,,sina:159768
2022-02-24,159768,,0.987,0.997,0.967,0.977,17105519.0,16802759.0,,,sina:159768
2022-02-25,159768,,0.986,0.99,0.965,0.969,11599711.0,11335999.0,,,sina:159768
2022-02-28,159768,,0.968,0.971,0.952,0.964,12262936.0,11777048.0,,,sina:159768
2022-03-01,159768,,0.966,0.977,0.96,0.977,8691701.0,8426879.0,,,sina:159768
2022-03-02,159768,,0.977,0.996,0.972,0.98,13011914.0,12800148.0,,,sina:159768
2022-03-03,159768,,0.974,1.002,0.974,1.002,18449738.0,18436513.0,,,sina:159768
2022-03-04,159768,,1.03,1.03,0.976,0.991,13678822.0,13516832.0,,,sina:159768
2022-03-07,159768,,0.991,1.007,0.988,0.99,11155017.0,11096257.0,,,sina:159768
2022-03-08,159768,,0.991,0.991,0.956,0.956,14223709.0,13795800.0,,,sina:159768
2022-03-09,159768,,0.956,0.961,0.894,0.924,12395108.0,11476133.0,,,sina:159768
2022-03-10,159768,,0.925,0.945,0.921,0.93,10663701.0,9934751.0,,,sina:159768
2022-03-11,159768,,0.921,0.931,0.904,0.931,13683014.0,12526529.0,,,sina:159768
2022-03-14,159768,,0.922,0.951,0.914,0.914,19781900.0,18469107.0,,,sina:159768
2022-03-15,159768,,0.914,0.914,0.843,0.843,28098226.0,24865688.0,,,sina:159768
2022-03-16,159768,,0.87,0.877,0.8,0.869,15970617.0,13418639.0,,,sina:159768
2022-03-17,159768,,0.897,0.92,0.895,0.906,17366155.0,15754515.0,,,sina:159768
2022-03-18,159768,,0.883,0.956,0.883,0.956,21137758.0,19318545.0,,,sina:159768
2022-03-21,159768,,0.963,0.963,0.922,0.937,20499606.0,19183152.0,,,sina:159768
2022-03-22,159768,,0.928,0.983,0.918,0.974,28509603.0,27478740.0,,,sina:159768
2022-03-23,159768,,0.974,1.013,0.96,0.993,19870832.0,19516657.0,,,sina:159768
2022-03-24,159768,,0.973,0.999,0.971,0.979,15357101.0,15185075.0,,,sina:159768
2022-03-25,159768,,0.979,0.998,0.962,0.977,23202810.0,22830150.0,,,sina:159768
2022-03-28,159768,,0.97,1.009,0.968,1.006,28224903.0,28114048.0,,,sina:159768
2022-03-29,159768,,1.005,1.005,0.976,0.982,31378800.0,30959342.0,,,sina:159768
2022-03-30,159768,,0.978,1.053,0.976,1.045,44390454.0,45436342.0,,,sina:159768
2022-03-31,159768,,1.05,1.079,1.026,1.052,35346418.0,37123514.0,,,sina:159768
2022-04-01,159768,,1.05,1.097,1.034,1.091,31151142.0,32950184.0,,,sina:159768
2022-04-06,159768,,1.13,1.136,1.086,1.13,49170607.0,54678634.0,,,sina:159768
2022-04-07,159768,,1.12,1.12,1.071,1.072,41614715.0,45335952.0,,,sina:159768
2022-04-08,159768,,1.069,1.111,1.048,1.105,45786402.0,49361593.0,,,sina:159768
2022-04-11,159768,,1.09,1.09,1.054,1.064,33663901.0,35905293.0,,,sina:159768
2022-04-12,159768,,1.055,1.072,1.028,1.035,54383902.0,57274521.0,,,sina:159768
2022-04-13,159768,,1.02,1.059,1.003,1.036,42198300.0,43254332.0,,,sina:159768
2022-04-14,159768,,1.036,1.091,1.033,1.075,44315401.0,46697965.0,,,sina:159768
2022-04-15,159768,,1.07,1.121,1.061,1.087,43553151.0,47555131.0,,,sina:159768
2022-04-18,159768,,1.059,1.085,1.04,1.043,40741828.0,43429006.0,,,sina:159768
2022-04-19,159768,,1.035,1.055,1.014,1.044,38922100.0,40225562.0,,,sina:159768
2022-04-20,159768,,1.045,1.045,0.981,0.992,47778301.0,48383487.0,,,sina:159768
2022-04-21,159768,,0.98,1.002,0.969,0.976,40642105.0,40182825.0,,,sina:159768
2022-04-22,159768,,0.96,1.004,0.954,0.997,38745900.0,38217996.0,,,sina:159768
2022-04-25,159768,,0.978,1.009,0.945,0.947,45900500.0,45096491.0,,,sina:159768
2022-04-26,159768,,0.913,0.981,0.913,0.963,40313603.0,38604861.0,,,sina:159768
