line,symbol,name,signal_date,entry_date,exit_date,ret,cash_before,cash_after,rank_score,score_detail,variant,window,combo
C,159930,能源ETF,2019-01-02,2019-01-03,2019-03-07,0.2121212121212121,10000.0,12121.212121212122,0.6666666666666666,hit=2/3;selected_score=1.0224229652328765,forced_all,2019_2026,C
C,510880,红利ETF,2019-03-07,2019-03-08,2019-05-09,-0.033297529538131,12121.212121212122,11717.60570256811,0.0,hit=0/5;selected_score=2.104271982082723,forced_all,2019_2026,C
C,512950,央企改革ETF,2019-05-09,2019-05-10,2019-07-08,0.0020366598778003,11717.60570256811,11741.470479966414,1.0,hit=5/5;selected_score=0.2052185486730131,forced_all,2019_2026,C
C,512400,有色金属ETF,2019-07-08,2019-07-09,2019-09-03,0.0514018691588784,11741.470479966414,12345.004009310482,0.3333333333333333,hit=1/3;selected_score=1.0224229652328765,forced_all,2019_2026,C
C,510880,红利ETF,2019-09-03,2019-09-04,2019-11-07,-0.0049733570159856,12345.004009310482,12283.607897008407,0.0,hit=0/5;selected_score=2.104271982082723,forced_all,2019_2026,C
C,510880,红利ETF,2019-11-07,2019-11-08,2020-01-06,0.0465782873522033,12283.607897008407,12855.75731535706,0.0,hit=0/5;selected_score=2.104271982082723,forced_all,2019_2026,C
C,159930,能源ETF,2020-01-10,2020-01-13,2020-03-17,-0.172461752433936,12855.75731535706,10638.630879885188,0.6666666666666666,hit=2/3;selected_score=0.8395419125568604,forced_all,2019_2026,C
C,159930,能源ETF,2020-03-17,2020-03-18,2020-05-19,-0.0086058519793459,10638.630879885188,10547.076397269997,0.6666666666666666,hit=2/3;selected_score=0.8395419125568604,forced_all,2019_2026,C
C,510880,红利ETF,2020-05-19,2020-05-20,2020-07-17,0.090458488228005,10547.076397269997,11501.148983392315,0.6,hit=3/5;selected_score=0.5955656731105526,forced_all,2019_2026,C
C,515210,钢铁ETF,2020-07-17,2020-07-20,2020-09-14,0.0120068610634649,11501.148983392315,11639.241681306117,0.6666666666666666,hit=2/3;selected_score=0.8395419125568604,forced_all,2019_2026,C
C,512950,央企改革ETF,2020-09-14,2020-09-15,2020-11-18,0.0407196969696967,11639.241681306117,12113.188075525966,1.0,hit=5/5;selected_score=0.3035698322814436,forced_all,2019_2026,C
C,159902,中小板ETF,2020-11-18,2020-11-19,2021-01-15,0.1114827201783723,12113.188075525966,13463.599232217824,1.0,hit=5/5;selected_score=0.5955656731105526,forced_all,2019_2026,C
C,512400,有色金属ETF,2021-01-15,2021-01-18,2021-03-22,-0.0147737765466297,13463.599232217824,13264.691025647664,0.75,hit=3/4;selected_score=0.9106525611216468,forced_all,2019_2026,C
C,159902,中小板ETF,2021-03-22,2021-03-23,2021-05-24,0.0548039440495298,13264.691025647664,13991.648410451558,0.6,hit=3/5;selected_score=0.5241558570254087,forced_all,2019_2026,C
C,159930,能源ETF,2021-05-24,2021-05-25,2021-07-21,0.0493150684931507,13991.648410451558,14681.64751014506,0.75,hit=3/4;selected_score=0.9106525611216468,forced_all,2019_2026,C
C,512880,证券ETF,2021-07-21,2021-07-22,2021-09-16,0.0723327305605785,14681.64751014506,15743.611163681771,0.25,hit=1/4;selected_score=2.3524022655757726,forced_all,2019_2026,C
C,512660,军工ETF,2021-09-16,2021-09-17,2021-11-23,0.1494435612082669,15743.611163681771,18096.392482260602,0.6,hit=3/5;selected_score=0.6127133230906227,forced_all,2019_2026,C
C,515210,钢铁ETF,2021-11-23,2021-11-24,2022-01-20,-0.0369068541300527,18096.392482260602,17428.51156463763,0.25,hit=1/4;selected_score=0.9106525611216468,forced_all,2019_2026,C
C,159813,半导体ETF鹏华,2022-01-20,2022-01-21,2022-03-25,-0.0865384615384616,17428.51156463763,15920.274986928604,0.8,hit=4/5;selected_score=73869226391.63521,forced_all,2019_2026,C
C,512720,计算机ETF,2022-03-25,2022-03-28,2022-05-30,-0.1272563176895308,15920.274986928604,13894.319415487325,0.6,hit=3/5;selected_score=73869226391.63521,forced_all,2019_2026,C
C,512720,计算机ETF,2022-05-30,2022-05-31,2022-07-27,0.062753036437247,13894.319415487325,14766.23014803815,0.4,hit=2/5;selected_score=73869226391.63521,forced_all,2019_2026,C
C,516970,基建ETF,2022-07-27,2022-07-28,2022-09-23,-0.0717372515125324,14766.23014803815,13706.941382016399,0.6,hit=3/5;selected_score=0.5492349920969236,forced_all,2019_2026,C
C,159813,半导体ETF鹏华,2022-09-23,2022-09-26,2022-11-28,0.0,13706.941382016399,13706.941382016399,0.8,hit=4/5;selected_score=73869226391.63521,forced_all,2019_2026,C
C,512660,军工ETF,2022-11-28,2022-11-29,2023-02-01,0.019349164467898,13706.941382016399,13972.159245168872,0.4,hit=2/5;selected_score=0.5492349920969236,forced_all,2019_2026,C
C,159825,农业ETF,2023-02-01,2023-02-02,2023-03-30,-0.0670329670329671,13972.159245168872,13035.5639551081,0.6,hit=3/5;selected_score=0.2802254631310315,forced_all,2019_2026,C
C,512660,军工ETF,2023-03-30,2023-03-31,2023-06-01,-0.0045829514207148,13035.5639551081,12975.822598760218,0.6,hit=3/5;selected_score=0.6693244330852537,forced_all,2019_2026,C
C,159666,交通运输ETF,2023-06-01,2023-06-02,2023-08-01,0.0511182108626198,12975.822598760218,13639.12343447959,1.0,hit=5/5;selected_score=0.6693244330852537,forced_all,2019_2026,C
C,515170,食品饮料ETF,2023-08-01,2023-08-02,2023-09-27,-0.0660247592847317,13639.12343447959,12738.603592863332,0.6,hit=3/5;selected_score=0.2802254631310315,forced_all,2019_2026,C
C,512660,军工ETF,2023-09-27,2023-09-28,2023-12-01,-0.0229083665338645,12738.603592863332,12446.782992628416,0.8,hit=4/5;selected_score=0.6693244330852537,forced_all,2019_2026,C
C,515790,光伏ETF,2023-12-01,2023-12-04,2024-01-30,-0.0870588235294117,12446.782992628416,11363.180708564296,0.75,hit=3/4;selected_score=0.3858103633572226,forced_all,2019_2026,C
C,515170,食品饮料ETF,2024-01-30,2024-01-31,2024-04-08,0.104882459312839,11363.180708564296,12554.979046894729,0.8,hit=4/5;selected_score=5.418702806095758,forced_all,2019_2026,C
C,515790,光伏ETF,2024-04-08,2024-04-09,2024-06-07,-0.0965435041716328,12554.979046894729,11342.877374906084,0.75,hit=3/4;selected_score=0.3858103633572226,forced_all,2019_2026,C
C,512400,有色金属ETF,2024-06-07,2024-06-11,2024-08-06,-0.0999020568070517,11342.877374906084,10209.700595042796,0.5,hit=2/4;selected_score=0.8348871811583229,forced_all,2019_2026,C
C,515170,食品饮料ETF,2024-08-06,2024-08-07,2024-10-11,0.1374764595103577,10209.700595042796,11613.294085510071,1.0,hit=5/5;selected_score=5.418702806095758,forced_all,2019_2026,C
C,159825,农业ETF,2024-10-11,2024-10-14,2024-12-09,0.0194029850746269,11613.294085510071,11838.626657318477,1.0,hit=5/5;selected_score=5.418702806095758,forced_all,2019_2026,C
C,159755,电池ETF,2024-12-09,2024-12-10,2025-02-13,-0.0043165467625899,11838.626657318477,11787.524671747318,0.5,hit=2/4;selected_score=0.3858103633572226,forced_all,2019_2026,C
C,159666,交通运输ETF,2025-02-13,2025-02-14,2025-04-14,-0.0083857442348008,11787.524671747318,11688.677504688641,0.4,hit=2/5;selected_score=0.6773704614667067,forced_all,2019_2026,C
C,159811,5G50ETF,2025-04-14,2025-04-15,2025-06-16,0.0938883968113375,11688.677504688641,12786.108696448604,0.6,hit=3/5;selected_score=0.6577780442521962,forced_all,2019_2026,C
C,516750,建材ETF,2025-06-16,2025-06-17,2025-07-21,0.1596091205211727,12786.108696448604,14826.888260376883,0.5,hit=2/4;selected_score=0.874448383058415,forced_all,2019_2026,C
C,515170,食品饮料ETF,2025-07-21,2025-07-22,2025-09-16,0.0273504273504274,14826.888260376883,15232.409990575228,0.4,hit=2/5;selected_score=4.631414050001935,forced_all,2019_2026,C
C,512660,军工ETF,2025-09-16,2025-09-17,2025-11-20,-0.0210084033613444,15232.409990575228,14912.401377327853,0.4,hit=2/5;selected_score=0.6773704614667067,forced_all,2019_2026,C
C,159611,电力ETF,2025-11-20,2025-11-21,2026-01-20,0.0313111545988258,14912.401377327853,15379.32588229311,1.0,hit=4/4;selected_score=0.874448383058415,forced_all,2019_2026,C
C,515170,食品饮料ETF,2026-01-20,2026-01-21,2026-03-26,-0.0591497227356747,15379.32588229311,14469.643020493888,0.6,hit=3/5;selected_score=4.660178453401736,forced_all,2019_2026,C
C,512950,央企改革ETF,2026-03-26,2026-03-27,2026-05-28,0.0665770006724948,14469.643020493888,15432.98845360007,0.8,hit=4/5;selected_score=0.6686964927681998,forced_all,2019_2026,C
C,516970,基建ETF,2026-05-28,2026-05-29,2026-07-27,-0.0635738831615119,15432.98845360007,14451.853448817938,0.8,hit=4/5;selected_score=0.6686964927681998,forced_all,2019_2026,C
S,159766,旅游ETF,2023-01-03,2023-01-04,2023-01-18,0.0026929982046677,10000.0,10026.929982046677,0.8711111111111112,"{""score"": 0.8711111111111112, ""momentum"": 0.04249291784702569, ""mom20"": 0.04249291784702569, ""mom60"": 0.16701902748414388, ""mom120"": 0.09090909090909105, ""vol20"": 0.2503233044194302, ""amount20"": 212615946.0, ""history_days"": 352, ""accel"": 1.0}",forced_all,2019_2026,S
S,159852,软件ETF,2023-01-18,2023-01-19,2023-02-09,0.0534351145038167,10026.929982046677,10562.720133759094,0.8629629629629629,"{""score"": 0.8629629629629629, ""momentum"": 0.1556420233463034, ""mom20"": 0.1556420233463034, ""mom60"": 0.15864759427828345, ""mom120"": 0.1481958762886597, ""vol20"": 0.24269534153442004, ""amount20"": 49466077.337500006, ""history_days"": 471, ""accel"": 1.0}",forced_all,2019_2026,S
S,159851,金融科技ETF,2023-02-09,2023-02-10,2023-02-24,-0.0347222222222221,10562.720133759094,10195.959018003572,0.9130769230769232,"{""score"": 0.9130769230769231, ""momentum"": 0.1264591439688716, ""mom20"": 0.1264591439688716, ""mom60"": 0.17444219066937117, ""mom120"": 0.19628099173553704, ""vol20"": 0.22117853995531667, ""amount20"": 16705538.8, ""history_days"": 459, ""accel"": 1.0}",forced_all,2019_2026,S
S,512980,传媒ETF,2023-02-24,2023-02-27,2023-03-13,0.0542986425339364,10195.959018003572,10749.585752012814,0.8633333333333333,"{""score"": 0.8633333333333333, ""momentum"": 0.04658385093167716, ""mom20"": 0.04658385093167716, ""mom60"": 0.18038528896672523, ""mom120"": 0.1196013289036546, ""vol20"": 0.26416364511895907, ""amount20"": 105408499.0, ""history_days"": 1236, ""accel"": 1.0}",forced_all,2019_2026,S
S,516970,基建ETF,2023-03-13,2023-03-14,2023-03-28,0.002454991816694,10749.585752012814,10775.975897066857,0.8276923076923077,"{""score"": 0.8276923076923077, ""momentum"": 0.06875543951261953, ""mom20"": 0.06875543951261953, ""mom60"": 0.0522707797772064, ""mom120"": 0.06875543951261953, ""vol20"": 0.2430927494168103, ""amount20"": 166995824.0, ""history_days"": 410, ""accel"": 1.0}",forced_all,2019_2026,S
S,512980,传媒ETF,2023-03-28,2023-03-29,2023-04-13,0.1414392059553348,10775.975897066857,12300.12137134182,0.9123076923076924,"{""score"": 0.9123076923076923, ""momentum"": 0.21311475409836045, ""mom20"": 0.21311475409836045, ""mom60"": 0.37966101694915255, ""mom120"": 0.5329566854990582, ""vol20"": 0.3349547828155138, ""amount20"": 113418384.5, ""history_days"": 1258, ""accel"": 1.0}",forced_all,2019_2026,S
S,512980,传媒ETF,2023-04-13,2023-04-14,2023-04-28,0.0701559020044542,12300.12137134182,13163.04748091257,0.9069565217391304,"{""score"": 0.9069565217391304, ""momentum"": 0.3294797687861273, ""mom20"": 0.3294797687861273, ""mom60"": 0.47909967845659174, ""mom120"": 0.7068645640074211, ""vol20"": 0.5102687689865564, ""amount20"": 301717251.0, ""history_days"": 1269, ""accel"": 1.0}",forced_all,2019_2026,S
S,516970,基建ETF,2023-04-28,2023-05-04,2023-05-18,-0.0868628858578607,13163.04748091257,12019.66719003646,0.9123076923076924,"{""score"": 0.9123076923076923, ""momentum"": 0.14261884904086752, ""mom20"": 0.14261884904086752, ""mom60"": 0.2038664323374344, ""mom120"": 0.3198458574181118, ""vol20"": 0.28436410039907734, ""amount20"": 338325467.0, ""history_days"": 443, ""accel"": 1.0}",forced_all,2019_2026,S
S,159887,银行ETF,2023-05-18,2023-05-19,2023-06-02,-0.029443838604144,12019.66719003646,11665.762049217501,0.8200000000000001,"{""score"": 0.8200000000000001, ""momentum"": 0.043771043771043905, ""mom20"": 0.043771043771043905, ""mom60"": 0.07638888888888906, ""mom120"": 0.13138686131386867, ""vol20"": 0.2627489688826866, ""amount20"": 70946867.0, ""history_days"": 485, ""accel"": 1.0}",forced_all,2019_2026,S
S,159811,5G50ETF,2023-06-02,2023-06-05,2023-06-19,0.1004784688995215,11665.762049217501,12837.91995846902,0.94,"{""score"": 0.94, ""momentum"": 0.06864754098360648, ""mom20"": 0.06864754098360648, ""mom60"": 0.05888324873096451, ""mom120"": 0.20438799076212466, ""vol20"": 0.19010121175372785, ""amount20"": 10451990.5, ""history_days"": 756, ""accel"": 1.0}",forced_all,2019_2026,S
S,512980,传媒ETF,2023-06-19,2023-06-20,2023-07-06,-0.1570166830225711,12837.91995846902,10822.15234968095,0.9083333333333332,"{""score"": 0.9083333333333333, ""momentum"": 0.17811408614668212, ""mom20"": 0.17811408614668212, ""mom60"": 0.3211488250652741, ""mom120"": 0.7358490566037736, ""vol20"": 0.33741375224628534, ""amount20"": 248739616.0, ""history_days"": 1313, ""accel"": 1.0}",forced_all,2019_2026,S
S,159811,5G50ETF,2023-07-06,2023-07-07,2023-07-21,-0.0182648401826484,10822.15234968095,10624.487466581753,0.7927272727272727,"{""score"": 0.7927272727272727, ""momentum"": 0.0926108374384238, ""mom20"": 0.0926108374384238, ""mom60"": -0.013345195729537518, ""mom120"": 0.30011723329425566, ""vol20"": 0.3185891962836034, ""amount20"": 13096409.0, ""history_days"": 778, ""accel"": 1.0}",forced_all,2019_2026,S
S,162411,华宝油气LOF,2023-07-21,2023-07-24,2023-08-07,0.0601604278074867,10624.487466581753,11263.661177806593,0.8644444444444443,"{""score"": 0.8644444444444443, ""momentum"": 0.0935672514619883, ""mom20"": 0.0935672514619883, ""mom60"": 0.10650887573964485, ""mom120"": 0.06401137980085347, ""vol20"": 0.24101113799883223, ""amount20"": 25959589.675, ""history_days"": 2554, ""accel"": 1.0}",forced_all,2019_2026,S
S,162411,华宝油气LOF,2023-08-07,2023-08-08,2023-08-22,0.0368956743002544,11263.661177806593,11679.241552051364,0.8837037037037038,"{""score"": 0.8837037037037038, ""momentum"": 0.12005649717514144, ""mom20"": 0.12005649717514144, ""mom60"": 0.23712948517940724, ""mom120"": 0.13124108416547808, ""vol20"": 0.2638032442109675, ""amount20"": 39665427.0625, ""history_days"": 2565, ""accel"": 1.0}",forced_all,2019_2026,S
S,162411,华宝油气LOF,2023-08-22,2023-08-23,2023-09-06,0.0372208436724563,11679.241552051364,12113.952776073125,0.9275,"{""score"": 0.9275, ""momentum"": 0.07519788918205794, ""mom20"": 0.07519788918205794, ""mom60"": 0.23298033282904673, ""mom120"": 0.15602836879432624, ""vol20"": 0.2637440735749583, ""amount20"": 48909993.7625, ""history_days"": 2576, ""accel"": 1.0}",forced_all,2019_2026,S
S,501018,南方原油LOF,2023-09-06,2023-09-07,2023-09-21,-0.0022189349112426,12113.952776073125,12087.072703345153,0.8314285714285715,"{""score"": 0.8314285714285715, ""momentum"": 0.06319115323854674, ""mom20"": 0.06319115323854674, ""mom60"": 0.23941068139963173, ""mom120"": 0.20285969615728328, ""vol20"": 0.19756384765891613, ""amount20"": 4693308.675000001, ""history_days"": 1752, ""accel"": 1.0}",forced_all,2019_2026,S
S,501018,南方原油LOF,2023-09-21,2023-09-22,2023-10-16,-0.0160583941605839,12087.072703345153,11892.973725627202,0.9275,"{""score"": 0.9275, ""momentum"": 0.09674796747967473, ""mom20"": 0.09674796747967473, ""mom60"": 0.22413793103448265, ""mom120"": 0.25605214152700184, ""vol20"": 0.1982273714367672, ""amount20"": 6205941.975, ""history_days"": 1763, ""accel"": 1.0}",forced_all,2019_2026,S
S,159992,创新药ETF,2023-10-16,2023-10-17,2023-10-31,0.0197674418604651,11892.973725627202,12128.067392296578,0.7966666666666666,"{""score"": 0.7966666666666666, ""momentum"": 0.11627906976744184, ""mom20"": 0.11627906976744184, ""mom60"": 0.04096385542168668, ""mom120"": -0.11836734693877549, ""vol20"": 0.2281718870142841, ""amount20"": 323451209.0, ""history_days"": 852, ""accel"": 1.0}",forced_all,2019_2026,S
S,159992,创新药ETF,2023-10-31,2023-11-01,2023-11-15,0.0137772675086107,12128.067392296578,12295.159021122707,0.804,"{""score"": 0.804, ""momentum"": 0.0591787439613527, ""mom20"": 0.0591787439613527, ""mom60"": 0.04156769596199528, ""mom120"": -0.0488069414316703, ""vol20"": 0.299912899912973, ""amount20"": 387128182.5, ""history_days"": 863, ""accel"": 1.0}",forced_all,2019_2026,S
S,159813,半导体ETF鹏华,2023-11-15,2023-11-16,2023-11-30,-0.0234375000000001,12295.159021122707,12006.991231565142,0.8341176470588235,"{""score"": 0.8341176470588235, ""momentum"": 0.06896551724137945, ""mom20"": 0.06896551724137945, ""mom60"": 0.039936102236421966, ""mom120"": -0.07659574468085095, ""vol20"": 0.23451977533087687, ""amount20"": 148706389.875, ""history_days"": 846, ""accel"": 1.0}",forced_all,2019_2026,S
S,560080,中药ETF,2023-11-30,2023-12-01,2023-12-15,-0.0356550580431176,12006.991231565142,11578.881262280482,0.7571428571428571,"{""score"": 0.7571428571428571, ""momentum"": 0.061511423550087985, ""mom20"": 0.061511423550087985, ""mom60"": 0.036020583190394584, ""mom120"": -0.10782865583456436, ""vol20"": 0.1768434682265062, ""amount20"": 53493533.5, ""history_days"": 276, ""accel"": 1.0}",forced_all,2019_2026,S
S,512980,传媒ETF,2023-12-15,2023-12-18,2024-01-02,-0.0924050632911392,11578.881262280482,10508.934006398867,0.8166666666666667,"{""score"": 0.8166666666666667, ""momentum"": 0.031847133757961776, ""mom20"": 0.031847133757961776, ""mom60"": 0.07284768211920545, ""mom120"": -0.2051030421982334, ""vol20"": 0.29099508101566735, ""amount20"": 177057473.0, ""history_days"": 1434, ""accel"": 1.0}",forced_all,2019_2026,S
S,159611,电力ETF,2024-01-02,2024-01-03,2024-01-17,-0.0244988864142539,10508.934006398867,10251.476825841211,0.8257142857142857,"{""score"": 0.8257142857142857, ""momentum"": 0.02430555555555558, ""mom20"": 0.02430555555555558, ""mom60"": 0.006825938566553003, ""mom120"": -0.06249999999999989, ""vol20"": 0.12135763014266018, ""amount20"": 52337290.5, ""history_days"": 482, ""accel"": 1.0}",forced_all,2019_2026,S
S,159930,能源ETF,2024-01-17,2024-01-18,2024-02-01,0.0471327572663,10251.476825841211,10734.657194694686,0.9125,"{""score"": 0.9125, ""momentum"": 0.05518945634266892, ""mom20"": 0.05518945634266892, ""mom60"": 0.05258833196384538, ""mom120"": 0.08651399491094125, ""vol20"": 0.17943495600274031, ""amount20"": 14005021.0, ""history_days"": 2512, ""accel"": 1.0}",forced_all,2019_2026,S
S,159887,银行ETF,2024-02-01,2024-02-02,2024-02-26,0.0428571428571427,10734.657194694686,11194.713931610171,0.8133333333333334,"{""score"": 0.8133333333333334, ""momentum"": 0.06074766355140193, ""mom20"": 0.06074766355140193, ""mom60"": 0.02714932126696845, ""mom120"": -0.02887700534759363, ""vol20"": 0.12845687387582716, ""amount20"": 57241574.5, ""history_days"": 661, ""accel"": 1.0}",forced_all,2019_2026,S
S,159930,能源ETF,2024-02-26,2024-02-27,2024-03-12,-0.0184931506849314,11194.713931610171,10987.688399998204,0.92,"{""score"": 0.92, ""momentum"": 0.15726767275615594, ""mom20"": 0.15726767275615594, ""mom60"": 0.1923076923076923, ""mom120"": 0.23474576271186454, ""vol20"": 0.3455721713227992, ""amount20"": 23803262.0, ""history_days"": 2534, ""accel"": 1.0}",forced_all,2019_2026,S
S,159663,机床ETF,2024-03-12,2024-03-13,2024-03-27,-0.0561555075593952,10987.688399998204,10370.669180991825,0.7615384615384615,"{""score"": 0.7615384615384615, ""momentum"": 0.31818181818181834, ""mom20"": 0.31818181818181834, ""mom60"": -0.008547008547008517, ""mom120"": -0.04994450610432832, ""vol20"": 0.4029892067490087, ""amount20"": 11654677.9875, ""history_days"": 335, ""accel"": 1.0}",forced_all,2019_2026,S
S,518880,黄金ETF,2024-03-27,2024-03-28,2024-04-15,0.0771525154106183,10370.669180991825,11170.792394796721,0.8533333333333333,"{""score"": 0.8533333333333333, ""momentum"": 0.07427341227125961, ""mom20"": 0.07427341227125961, ""mom60"": 0.07682347863616745, ""mom120"": 0.09405832054374041, ""vol20"": 0.11009023591966352, ""amount20"": 505668779.05, ""history_days"": 2595, ""accel"": 1.0}",forced_all,2019_2026,S
S,161226,白银LOF,2024-04-15,2024-04-16,2024-04-30,-0.0441014332965822,11170.792394796721,10678.144439127625,0.908421052631579,"{""score"": 0.908421052631579, ""momentum"": 0.16582278481012658, ""mom20"": 0.16582278481012658, ""mom60"": 0.236241610738255, ""mom120"": 0.23293172690763053, ""vol20"": 0.25138133774581234, ""amount20"": 50154280.55, ""history_days"": 2104, ""accel"": 1.0}",forced_all,2019_2026,S
S,159996,家电ETF,2024-04-30,2024-05-06,2024-05-20,-0.0221169036334912,10678.144439127625,10441.97694758294,0.9180645161290322,"{""score"": 0.9180645161290322, ""momentum"": 0.08201058201058209, ""mom20"": 0.08201058201058209, ""mom60"": 0.19590643274853803, ""mom120"": 0.13506012950971336, ""vol20"": 0.207568620620079, ""amount20"": 87471049.5, ""history_days"": 1002, ""accel"": 1.0}",forced_all,2019_2026,S
S,159825,农业ETF,2024-05-20,2024-05-21,2024-06-04,-0.0366492146596858,10441.97694758294,10059.286692959482,0.866206896551724,"{""score"": 0.866206896551724, ""momentum"": 0.13293943870014768, ""mom20"": 0.13293943870014768, ""mom60"": 0.14820359281437123, ""mom120"": 0.0579310344827586, ""vol20"": 0.14376058779295015, ""amount20"": 74286235.0, ""history_days"": 819, ""accel"": 1.0}",forced_all,2019_2026,S
S,161226,白银LOF,2024-06-04,2024-06-05,2024-06-20,0.0239583333333333,10059.286692959482,10300.29043664497,0.9114285714285716,"{""score"": 0.9114285714285715, ""momentum"": 0.12899543378995437, ""mom20"": 0.12899543378995437, ""mom60"": 0.2877604166666665, ""mom120"": 0.2582697201017812, ""vol20"": 0.40563682906429005, ""amount20"": 53715688.712500006, ""history_days"": 2137, ""accel"": 1.0}",forced_all,2019_2026,S
S,159611,电力ETF,2024-06-20,2024-06-21,2024-07-05,0.026315789473684,10300.29043664497,10571.35071129352,0.7725,"{""score"": 0.7725, ""momentum"": 0.02605210420841675, ""mom20"": 0.02605210420841675, ""mom60"": 0.07112970711297084, ""mom120"": 0.18381502890173418, ""vol20"": 0.17179858362952452, ""amount20"": 155708185.5, ""history_days"": 592, ""accel"": 1.0}",forced_all,2019_2026,S
S,501018,南方原油LOF,2024-07-05,2024-07-08,2024-07-22,-0.0268857356235997,10571.35071129352,10287.13217088533,0.7949999999999999,"{""score"": 0.7949999999999999, ""momentum"": 0.08527755430410289, ""mom20"": 0.08527755430410289, ""mom60"": 0.014285714285714235, ""mom120"": 0.16999132697311348, ""vol20"": 0.12315164973905388, ""amount20"": 12603733.6125, ""history_days"": 1950, ""accel"": 1.0}",forced_all,2019_2026,S
S,159813,半导体ETF鹏华,2024-07-22,2024-07-23,2024-08-06,-0.0421052631578945,10287.13217088533,9853.98976369016,0.85,"{""score"": 0.85, ""momentum"": 0.06785714285714262, ""mom20"": 0.06785714285714262, ""mom60"": 0.18181818181818166, ""mom120"": 0.11985018726591745, ""vol20"": 0.29867779636091796, ""amount20"": 60530728.650000006, ""history_days"": 1011, ""accel"": 1.0}",forced_all,2019_2026,S
S,512660,军工ETF,2024-08-06,2024-08-07,2024-08-21,-0.0855263157894737,9853.98976369016,9011.214323374556,0.7933333333333334,"{""score"": 0.7933333333333334, ""momentum"": 0.06965761511216062, ""mom20"": 0.06965761511216062, ""mom60"": -0.017353579175705014, ""mom120"": 0.21285140562248994, ""vol20"": 0.26367787542509685, ""amount20"": 293521995.5, ""history_days"": 1943, ""accel"": 1.0}",forced_all,2019_2026,S
S,164701,贵金属LOF,2024-08-21,2024-08-22,2024-09-05,-0.0120930232558138,9011.214323374556,8902.241498998865,0.925,"{""score"": 0.925, ""momentum"": 0.026641294005708804, ""mom20"": 0.026641294005708804, ""mom60"": 0.05888125613346418, ""mom120"": 0.22892938496583137, ""vol20"": 0.19065694799783567, ""amount20"": 3430916.2625, ""history_days"": 2950, ""accel"": 1.0}",forced_all,2019_2026,S
S,164701,贵金属LOF,2024-09-05,2024-09-06,2024-09-24,0.0422138836772982,8902.241498998865,9278.039686104821,0.94,"{""score"": 0.9400000000000001, ""momentum"": 0.03812316715542541, ""mom20"": 0.03812316715542541, ""mom60"": 0.06519558676028092, ""mom120"": 0.14935064935064934, ""vol20"": 0.10922104167479772, ""amount20"": 2304969.1500000004, ""history_days"": 2961, ""accel"": 1.0}",forced_all,2019_2026,S
S,512880,证券ETF,2024-09-24,2024-09-25,2024-10-16,0.2403628117913834,9278.039686104821,11508.13539296902,0.8569230769230769,"{""score"": 0.8569230769230769, ""momentum"": 0.08930817610062891, ""mom20"": 0.08930817610062891, ""mom60"": 0.1060025542784162, ""mom120"": 0.015240328253223856, ""vol20"": 0.2610458289222416, ""amount20"": 518415124.0, ""history_days"": 1976, ""accel"": 1.0}",forced_all,2019_2026,S
S,159996,家电ETF,2024-10-16,2024-10-17,2024-10-31,0.082797427652733,11508.13539296902,12460.979400586228,0.8959999999999999,"{""score"": 0.8959999999999999, ""momentum"": 0.20829315332690457, ""mom20"": 0.20829315332690457, ""mom60"": 0.16233766233766223, ""mom120"": 0.10786914235190093, ""vol20"": 0.5309894074686403, ""amount20"": 137649637.0, ""history_days"": 1112, ""accel"": 1.0}",forced_all,2019_2026,S
S,159996,家电ETF,2024-10-31,2024-11-01,2024-11-15,0.0091324200913243,12460.979400586228,12574.77829922172,0.88,"{""score"": 0.88, ""momentum"": 0.13288477712363322, ""mom20"": 0.13288477712363322, ""mom60"": 0.3001930501930501, ""mom120"": 0.06398104265402837, ""vol20"": 0.5368300430444122, ""amount20"": 127097658.5, ""history_days"": 1123, ""accel"": 1.0}",forced_all,2019_2026,S
S,159852,软件ETF,2024-11-15,2024-11-18,2024-12-02,0.0667506297229219,12574.77829922172,13414.152669320902,0.8544827586206898,"{""score"": 0.8544827586206898, ""momentum"": 0.09829619921363042, ""mom20"": 0.09829619921363042, ""mom60"": 0.692929292929293, ""mom120"": 0.36038961038961026, ""vol20"": 0.5136517632906984, ""amount20"": 179897484.9375, ""history_days"": 911, ""accel"": 1.0}",forced_all,2019_2026,S
S,159852,软件ETF,2024-12-02,2024-12-03,2024-12-17,-0.0406212664277179,13414.152669320902,12869.252799838334,0.8921739130434783,"{""score"": 0.8921739130434783, ""momentum"": 0.1293333333333333, ""mom20"": 0.1293333333333333, ""mom60"": 0.7536231884057971, ""mom120"": 0.4307432432432432, ""vol20"": 0.5542938231676487, ""amount20"": 175684596.7, ""history_days"": 922, ""accel"": 1.0}",forced_all,2019_2026,S
S,512980,传媒ETF,2024-12-17,2024-12-18,2025-01-02,-0.1042654028436018,12869.252799838334,11527.434972367038,0.8944444444444444,"{""score"": 0.8944444444444444, ""momentum"": 0.08355091383812008, ""mom20"": 0.08355091383812008, ""mom60"": 0.4434782608695653, ""mom120"": 0.3408723747980613, ""vol20"": 0.35932736309905927, ""amount20"": 194038179.5, ""history_days"": 1676, ""accel"": 1.0}",forced_all,2019_2026,S
