enabled,reason,profile,param_id,mode,symbol,display_name,idle_trade_days,required_idle_days,hold_days,ma,mom,entry_date,projected_exit_date,annual_rollover_policy,crosses_calendar_year,date_projection_basis,ret20,ytd,above_ma60,close,selection_source
True,未启用额外 guard，按冻结年度选择执行,calendar_oos_profit_c23_extrema,red_ma_i10_h10_ma20_m20,red_ma,510880,红利ETF,21,10,10,20,20,2026-08-12,2026-08-26,skip_entry_if_expected_exit_crosses_year,False,business_day_projection|business_day_projection,0.054811982154238326,0.04088050314465397,True,3.31,C:\Users\10619\Desktop\gsqh\C\fit\fallback\selected_by_year.csv
