data_date,latest_data_date,symbol,display_name,category,strategy_id,decision_type,next_action,reason,planned_hold_days,idle_trade_days,required_idle_days,profile,entry_date,ret20,ytd,above_ma60
2026-08-11,2026-08-11,510880,红利ETF,宽基/红利 fallback,FB_red_ma_i10_h10_ma20_m20,fallback_buy,next_trade_close_buy,未启用额外 guard，按冻结年度选择执行,10,21,10,calendar_oos_profit_c23_extrema,2026-08-12,0.054811982154238326,0.04088050314465397,True
