window,recent_weight,category,test_year,strategy_id,train_years,train_count,train_avg_return,train_win_rate,train_compound_return,train_vol,train_downside_vol,train_mdd,train_max_loss,train_calendar_compound,train_broad_compound,train_excess_compound,train_excess_avg_annual,train_excess_vol_annual,score_profit_first,score_compound,score_avg_return,score_win_rate,score_sharpe_trade,score_sortino_trade,score_calmar_trade,score_excess_compound_calendar,score_excess_avg_calendar,score_sharpe_excess_calendar,score_composite_risk,score_drawdown_guard,selected_score,score_func,buy_low,sell_high,buy_target,buy_frequency,buy_combo,buy_threshold,sell_frequency,sell_combo,sell_threshold,max_hold,exit_rule
5y,none,军工/基建/交通/央企,2026,PBS_b25_s90_00009,2021/2022/2023/2024/2025,33,0.0573857057995594,0.7575757575757576,4.303844086595914,0.1094991012078791,0.0858172675040232,0.2348105647754464,-0.1400955833677984,4.303844086595918,0.0729559491848368,4.230888137411081,0.4629256078735018,0.430560137472682,2.8669648850298346,4.303844086595914,0.0573857057995594,0.7575757575757576,0.5240746742760121,0.6686964927681998,18.32900530133057,4.230888137411081,0.4629256078735018,1.0751706151659202,2.1952278434592563,4.220548673335619,0.6686964927681998,sortino_trade,0.25,0.9,2个月,日K,KDJ_D+RSI6+DIF+EMV+LON,5/5,15日K,KD+KDJ_K+RSI6+DIF+VOL,5/5,40.0,仅最大持有期
5y,none,医药医疗,2026,PBS_b25_s90_00045,2021/2022/2023/2024/2025,5,0.0792995075292892,1.0,0.4402147016266806,0.0893505865305593,0.0,-0.0,0.0012495850664853,0.4402147016266804,0.0729559491848368,0.3672587524418436,0.0584858990674078,0.1791568961574941,0.6434283285052976,0.4402147016266806,0.0792995075292892,1.0,0.8875096471949856,79299507529.28929,440214701626.6807,0.3672587524418436,0.0584858990674078,0.3264507273873918,0.4597937955454879,0.6402147016266806,79299507529.28929,sortino_trade,0.25,0.9,2个月,周K,KD+DIF+VOL,3/3,周K,KD+KDJ_K+VOL,3/3,40.0,仅最大持有期
5y,none,周期资源/公用事业,2026,PBS_b25_s90_00090,2021/2022/2023/2024/2025,22,0.0641211236899918,0.6818181818181818,2.5443099517366434,0.1045357564350868,0.0584575891832021,0.2015295442660306,-0.0989520405777999,2.5443099517366443,0.0729559491848368,2.4713540025518075,0.3403368488716602,0.3937249584675058,1.7952525492774325,2.5443099517366434,0.0641211236899918,0.6818181818181818,0.6133893882443517,1.0968827928901368,12.624997297494913,2.4713540025518075,0.3403368488716602,0.8644025265644517,1.3633084390837642,2.479144043834249,1.0968827928901368,sortino_trade,0.25,0.9,2个月,日K,KD+KDJ_D+DIF+LON,4/4,日K,EMV+VOL+AMOUNT,3/3,40.0,仅最大持有期
5y,none,宽基/风格指数,2026,PBS_b25_s90_00135,2021/2022/2023/2024/2025,5,0.0175210241110242,0.6,0.0675976138881078,0.0937378157084593,0.0906586912659442,0.1057852310421678,-0.1057852310421678,0.0675976138881075,0.0729559491848368,-0.0053583352967292,-0.0026315486081389,0.0662260324672809,0.2380795924438889,0.0675976138881078,0.0175210241110242,0.6,0.1869152164301617,0.1932635896919535,0.6390080469789133,-0.0053583352967292,-0.0026315486081389,-0.0397358638296698,0.1693140934238039,0.0818123828459399,0.1932635896919535,sortino_trade,0.25,0.9,2个月,日K,KD+KDJ_J+DIF+EMV,4/4,15日K,KDJ_K+RSI6+DIF+EMV+AMOUNT,5/5,40.0,仅最大持有期
5y,none,新能源/高端制造,2026,PBS_b25_s90_00216,2021/2022/2023/2024/2025,6,0.1252543198445333,0.5,0.7881035494537489,0.2279878612294475,0.1114819617001443,0.1264493465114443,-0.1639708421951972,0.7881035494537489,0.0729559491848368,0.7151476002689121,0.1741491231185434,0.4265833453384191,0.7481164495167826,0.7881035494537489,0.1252543198445333,0.5,0.5493903016087671,1.12353889304809,6.232563245205768,0.7151476002689121,0.1741491231185434,0.4082417305344595,0.5018314872267512,0.7616542029423046,1.12353889304809,sortino_trade,,,,,,,,,,,
5y,none,消费/农业/传媒,2026,PBS_b25_s90_00250,2021/2022/2023/2024/2025,12,0.1082014592831979,0.8333333333333334,2.284234976181436,0.097376760617615,0.0232183081314311,0.0307419123257978,-0.0307419123257978,2.2842349761814367,0.0729559491848368,2.2112790269966,0.3085806098120146,0.4228255034304556,1.728742444992059,2.284234976181436,0.1082014592831979,0.8333333333333334,1.111163059808273,4.660178453401736,74.3036071373563,2.2112790269966,0.3085806098120146,0.729806048376263,1.2948810033448024,2.420159730522304,4.660178453401736,sortino_trade,0.25,0.9,2个月,15日K,KD+KDJ_J+RSI6+DIF+VOL,5/5,15日K,KD+RSI6+LON+AMOUNT,4/4,40.0,反向信号提前退出
5y,none,科技/TMT,2026,PBS_b25_s90_00281,2021/2022/2023/2024/2025,5,0.102622573099573,0.8,0.5243136027466393,0.1807040096579228,0.1547303671475109,0.1547303671475108,-0.1547303671475109,0.5243136027466393,0.0729559491848368,0.4513576535618024,0.0839467014059204,0.1038741061407424,0.6572107347475565,0.5243136027466393,0.102622573099573,0.8,0.5679042390551942,0.6632348581004492,3.388563036520173,0.4513576535618024,0.0839467014059204,0.8081581110442492,0.4372574248024207,0.5295832355991285,0.6632348581004492,sortino_trade,0.25,0.9,2个月,周K,KD+RSI6+DIF+EMV+AMOUNT,5/5,周K,KD+KDJ_K+RSI6+EMV,4/4,40.0,反向+止损10%
5y,none,金融/地产,2026,PBS_b25_s90_00351,2021/2022/2023/2024/2025,5,0.0780646977399083,0.8,0.4450197827954518,0.0593620774143871,0.0086125967294803,0.0086125967294803,-0.0086125967294803,0.4450197827954518,0.0729559491848368,0.372063833610615,0.0605628082187378,0.2177147304919627,0.5850765674171794,0.4450197827954518,0.0780646977399083,0.8,1.3150600709885756,9.064014046267197,51.67080228202353,0.372063833610615,0.0605628082187378,0.2781750600044743,0.4115102042287529,0.5964071860659715,9.064014046267197,sortino_trade,0.25,0.9,2个月,月K,KD+KDJ_D+EMV+VOL,4/4,月K,KDJ_D+RSI6+DIF+EMV+AMOUNT,5/5,40.0,仅最大持有期
