family_en,rule_id,win,avg,sum,pf,worst_year_sum
line_tp,line_tp_C25%_S12%_D15%_next_close,0.6173165895571712,0.0426583283351574,64.54205077109327,3.3554039153553226,1.3404670071559988
tp_only,tp14%_all_next_close,0.619960343688037,0.0417422945468673,63.15609164941026,3.320344620899806,1.2570008267892656
tp_plus_trailing,tp20%_trail12%_8%_all_next_close,0.6206212822207535,0.0403366291329726,61.02931987818761,3.249059133405045,-0.005028417735163
trailing_only,trail15%_4%_D+S_same_close,0.6159947124917383,0.0365767092072597,55.34056103058403,3.0110012842750216,0.2784020242734499
sl_only,sl4%_S_next_close,0.5922009253139459,0.0345262168684295,52.23816612193389,2.899597848129583,0.1103588958702044
base,base_original,0.6007931262392597,0.0343336021677352,51.946740079783474,2.842684435213238,-0.2337857970941668
cap_only,cap20_S_next_close,0.6007931262392597,0.0343336021677352,51.946740079783474,2.842684435213238,-0.2337857970941668
tp_plus_sl,tp15%_sl8%_S_same_close,0.6034368803701256,0.0342455185435571,51.81346955640195,2.823966530478305,1.3160854706632668
trailing_plus_sl,trail12%_8%_sl8%_D+S_same_close,0.5518836748182419,0.0209263228117508,31.6615264141791,1.7671507825821045,-3.9578901518285416
