year,selector,chosen_rule,train_score,n,win,avg,sum,pf,annual_avg_sum,worst_year_sum,selector_family,score_mode
2019,win_first,base_original,,178,0.7808988764044944,0.03505542501174948,6.239865652091407,5.113946294560537,6.239865652091407,6.239865652091407,all,win_first
2020,win_first,line_tp_C20%_S12%_D15%_next_close,17.58503555388206,80,0.85,0.10021482926807102,8.017186341445681,19.45899366764386,8.017186341445681,8.017186341445681,all,win_first
2021,win_first,line_tp_C20%_S12%_D18%_next_close,19.243539238450985,225,0.6266666666666667,0.04010271449413691,9.023110761180805,3.266204632285601,9.023110761180806,9.023110761180806,all,win_first
2022,win_first,line_tp_C20%_S12%_D18%_next_close,20.358157054958674,227,0.5242290748898678,0.024128110125635788,5.477080998519324,1.8571255669830031,5.477080998519325,5.477080998519325,all,win_first
2023,win_first,tp14%_D+S_same_close,19.849598670999427,242,0.5330578512396694,0.015310551728245641,3.7051535182354454,1.9528196327992027,3.705153518235446,3.705153518235446,all,win_first
2024,win_first,tp14%_D+S_same_close,17.910592516929146,242,0.6198347107438017,0.06346083832136404,15.357522873770098,4.608201026417625,15.357522873770098,15.357522873770098,all,win_first
2025,win_first,line_tp_C25%_S12%_D15%_next_close,22.75848417793579,243,0.5843621399176955,0.026470794898779952,6.4324031604035286,2.3766892424579122,6.4324031604035286,6.4324031604035286,all,win_first
2026,win_first,line_tp_C25%_S12%_D15%_next_close,24.24899853265301,76,0.5,0.017637723778368405,1.3404670071559988,1.530937465497834,1.3404670071559988,1.3404670071559988,all,win_first
