year,selector,chosen_rule,train_score,n,win,avg,sum,pf,annual_avg_sum,worst_year_sum,selector_family,score_mode
2019,profit_first,base_original,,178,0.7808988764044944,0.03505542501174948,6.239865652091407,5.113946294560537,6.239865652091407,6.239865652091407,conservative_tp,profit_first
2020,profit_first,tp15%_D+S_next_close,25.72391100355428,80,0.85,0.10021482926807102,8.017186341445681,19.45899366764386,8.017186341445681,8.017186341445681,conservative_tp,profit_first
2021,profit_first,tp16%_D+S_next_close,31.452439967545818,225,0.6311111111111111,0.04061927768435405,9.13933747897966,3.339617669336361,9.139337478979659,9.139337478979659,conservative_tp,profit_first
2022,profit_first,tp16%_D+S_next_close,40.23239858355109,227,0.5418502202643172,0.02762777895561937,6.271505822925597,1.9983255016144312,6.271505822925597,6.271505822925597,conservative_tp,profit_first
2023,profit_first,tp14%_D+S_same_close,44.75062377457907,242,0.5330578512396694,0.015310551728245641,3.7051535182354454,1.9528196327992027,3.705153518235446,3.705153518235446,conservative_tp,profit_first
2024,profit_first,tp14%_D+S_same_close,43.42295059195157,242,0.6198347107438017,0.06346083832136404,15.357522873770098,4.608201026417625,15.357522873770098,15.357522873770098,conservative_tp,profit_first
2025,profit_first,tp15%_all_next_close,61.75095020153105,243,0.5802469135802469,0.025964120222061127,6.309281213960854,2.3342997977148743,6.309281213960854,6.309281213960854,conservative_tp,profit_first
2026,profit_first,tp15%_all_next_close,68.01968468979565,76,0.4868421052631579,0.01233696354842583,0.9376092296803631,1.3626031139021406,0.9376092296803631,0.9376092296803631,conservative_tp,profit_first
